NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.unica,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
132,4.46322,7.24477,6.98266,6.33403,8.05227,8.71209,3.25084,8.33427,4.33166,12.2986,6.54923,2.08523,9.7703,6.75535,9.8915,7.72424,7.95666,2.91258,11.3221,47.6611
133,2.34132,9.08396,6.39285,8.62468,4.73305,10.3362,4.36636,13.3425,6.88676,19.3001,8.86512,5.58968,8.50132,4.03675,7.62253,7.50579,7.13181,2.47074,9.74855,6.43466
134,3.3074,10.0768,6.10876,10.0983,12.7315,8.34678,17.5126,8.59644,3.61467,15.0091,7.27167,6.51062,5.47814,8.14044,7.52086,9.07532,7.21431,2.5973,9.84972,15.5423
135,4.03988,7.78878,7.39523,7.24961,3.57151,9.37676,11.0334,9.31173,6.18298,15.7858,8.28723,11.4783,1.28639,8.13421,7.22896,7.87199,7.65682,3.56891,8.36124,11.0097
136,5.08596,9.78085,7.92237,3.70329,11.0033,10.3965,12.1954,9.78828,4.85197,19.0965,9.19405,7.59078,7.3375,8.67296,7.16802,9.42829,6.93055,2.54151,8.06326,42.7407
137,3.09025,9.4322,6.05732,8.13928,12.6303,10.4064,13.7652,9.29118,4.26047,19.0991,6.86688,17.3544,9.04239,9.23763,11.516,8.74429,6.83942,2.99847,11.076,12.5974
138,4.32197,9.09282,7.46228,7.56588,3.7113,8.59907,11.0403,14.2667,5.37892,19.6167,7.32967,3.97288,8.22686,7.70285,9.96817,8.05354,7.28283,2.60793,15.0529,41.5127
139,1.54445,9.3049,5.47389,8.28578,6.84319,8.38328,2.92255,14.2275,5.18426,12.213,8.47898,2.34663,1.40145,8.72521,8.07039,7.99499,7.91106,3.13598,12.4751,48.9058
140,5.45932,9.22012,6.16402,9.23157,4.74343,8.93535,18.3309,13.975,5.60561,19.7048,6.7491,2.23642,1.6039,8.38301,9.35404,7.39148,7.77174,3.64396,10.0561,31.6318
141,1.34385,8.46151,5.42128,9.17295,12.1807,8.40083,16.3967,9.83726,5.36768,11.3275,7.93682,8.32354,8.71628,8.98052,9.89806,9.43007,7.81085,3.02534,14.4964,42.0461
142,1.42942,9.84066,7.71606,9.9366,8.06131,9.20458,15.5472,13.9321,5.19444,16.0105,8.78455,11.7546,7.97814,8.86542,9.14776,9.48388,8.96813,2.7662,7.73727,51.7152
143,6.53366,10.6031,7.02278,7.78368,5.13676,7.86918,2.66981,13.8927,5.15788,16.7942,8.45524,10.5472,8.53027,8.03851,6.94965,7.68812,7.23359,1.36841,13.4556,3.87787
144,5.74963,6.91149,5.58502,8.70966,11.6694,8.22785,7.87433,9.96384,5.17532,13.4648,8.22223,10.924,9.2097,8.49984,11.2323,8.05055,7.30672,2.08677,8.87697,45.8917
145,2.4583,9.85051,7.16443,5.74529,5.1322,9.15763,4.82588,12.284,6.96863,12.5185,7.64956,5.26464,4.98676,7.71806,12.678,7.71588,6.59746,2.69455,9.18995,17.0441
146,5.08288,6.92091,6.84056,9.26661,4.662,9.40591,8.36711,9.57335,2.01288,16.5911,7.7185,13.1345,9.53797,4.92692,8.9177,8.46498,6.61465,2.63205,12.5687,36.2459
147,6.51046,9.51918,6.31607,7.98669,4.94793,8.05318,18.5087,9.0583,3.95491,15.1834,9.20029,2.68302,9.04476,8.6977,12.0894,7.90115,8.53463,1.9986,13.3124,26.5467
148,4.52876,9.30089,7.81791,9.05908,5.22782,10.1027,5.83134,8.95497,5.87307,12.132,7.5583,4.59643,5.24753,8.68196,9.6753,9.58593,7.97951,2.98092,8.19546,42.3449
149,5.10167,9.39943,6.8119,7.37871,4.38715,7.97857,19.6056,13.537,1.52193,13.3073,7.47384,8.67872,3.25193,8.11747,11.2438,8.82027,9.11229,3.62719,15.4186,17.7758
150,5.6237,7.25895,6.18417,10.4626,6.13171,10.1678,10.1865,11.8845,5.26426,22.6473,7.66463,3.6173,2.87016,7.74324,10.0829,9.45247,7.0117,2.89836,10.4361,45.642
151,5.49465,10.4291,8.12482,9.15561,12.1714,8.91129,19.0674,14.2047,5.55044,15.9093,8.83004,6.77619,7.06326,9.62664,12.2442,9.53251,9.78545,3.01717,15.1965,46.7388
152,4.82714,10.4607,5.90459,8.01765,12.136,8.42945,17.3651,8.45886,5.37005,16.1646,8.31981,2.86925,1.60247,2.78797,9.86874,9.58577,6.82024,1.14559,10.9354,29.8235
153,4.23801,7.92813,6.69369,8.37786,12.9847,7.89275,5.42939,9.06376,6.96312,13.6953,8.17696,11.8112,7.27163,8.44836,8.42483,8.4501,9.36548,1.69432,12.7332,21.6969
154,3.80214,9.62212,7.89442,9.12696,12.5204,8.76336,18.6518,11.3055,6.9898,9.8034,8.72787,5.26445,8.39621,5.7505,12.033,10.4323,7.53789,3.29239,14.6393,37.029
155,1.59992,7.04047,7.07761,4.22346,3.24117,9.79864,2.14134,9.72247,7.33674,17.9139,8.28129,9.76107,2.04148,2.70955,12.3227,9.28812,7.44537,2.39301,11.4595,43.2304
156,4.51895,9.5915,7.72404,8.72787,10.9727,10.2426,11.6823,14.1383,4.90971,11.6995,6.03761,11.7724,7.68109,7.51734,12.2369,7.59615,7.34199,2.90351,14.7021,22.84
157,6.06088,8.4443,7.62102,10.0446,12.7408,6.5556,9.30133,8.93275,5.24475,21.7931,6.31077,8.0083,8.58731,6.37424,12.713,9.48153,8.74716,4.97211,10.4128,40.0603
158,5.62266,6.59122,8.21296,10.2739,5.50773,9.72061,6.32856,8.71275,3.71164,14.5613,7.72963,5.0119,5.37957,8.45777,10.5838,8.16378,7.2727,2.0256,12.8096,4.79377
159,2.15795,10.2283,6.12899,10.9367,5.71857,8.02188,5.27104,14.6209,5.27006,21.6695,9.05192,5.03444,1.74556,9.62527,11.768,7.74219,6.99153,2.68388,14.6672,16.8801
160,6.93667,9.1532,6.11985,10.8558,4.84385,10.5848,5.1944,13.9974,5.39541,20.6569,8.89842,8.81474,2.6268,3.14812,7.15508,8.9294,8.40908,2.68123,10.1893,33.3809
161,5.17411,6.95652,7.91655,10.61,4.82521,8.78856,5.47328,8.20262,5.45289,12.6065,8.14535,12.4131,7.26355,9.44211,10.1182,9.96967,7.53867,2.86158,9.50531,14.07
162,6.98339,10.2085,5.85443,8.04705,10.3635,7.8354,18.9597,9.9773,5.29875,19.1504,7.94484,5.54527,8.05942,9.56061,10.1252,9.5838,7.42923,2.89299,11.8592,20.0405
163,4.01966,10.593,7.35973,10.7411,13.2965,7.01452,8.18076,11.1007,2.06728,13.5756,9.37282,1.9881,6.39562,9.39237,10.8289,9.66096,6.64432,2.18395,14.6471,29.8767
164,5.82106,8.27501,5.522,10.9554,12.8868,10.2573,25.8811,13.5825,5.83874,20.7431,7.74781,11.3173,7.41247,8.07923,12.1803,7.70183,7.90528,1.49966,13.9695,48.9248
165,6.14584,6.99932,8.2362,8.6995,5.43329,6.8588,14.1584,10.4994,7.7039,18.9348,7.40429,3.66963,8.29642,8.80188,10.5064,7.59978,7.43461,3.27182,15.0506,15.37
166,6.07074,8.52427,7.17044,7.81548,9.29519,7.41225,12.165,9.16664,2.83849,13.5562,8.19092,9.75366,10.0451,9.60145,11.8944,10.4228,6.8724,4.4237,7.74732,48.1375
167,5.8979,10.7027,7.70198,3.60458,10.8707,9.08304,3.57114,10.2342,5.32592,19.0495,6.39026,4.44564,4.50152,7.97744,9.85687,9.72362,7.43562,3.30446,11.8387,36.363
168,5.24802,9.70869,7.85625,8.68985,4.80494,6.50607,6.67512,9.60089,6.76901,16.7425,7.59371,1.9228,1.89531,9.15336,7.812,7.63053,6.76327,2.86949,13.4413,6.69228
169,4.90584,9.25638,8.17739,7.98017,13.1309,8.55231,19.0528,9.17353,3.50351,15.6121,8.47718,7.83122,7.52545,8.2917,7.0476,8.49662,7.9725,2.71828,16.0578,51.0736
170,6.79925,10.634,6.21497,9.28839,5.51088,8.96395,20.5026,12.9682,2.75588,12.9662,8.14017,8.09037,4.31556,7.44611,10.8246,9.77213,7.20669,2.78842,9.82527,9.17208
171,1.29803,9.35336,6.92059,10.7917,11.338,10.1229,16.0874,8.22507,5.26956,10.6642,6.76339,6.18077,3.72925,8.69783,12.4275,9.82067,6.37592,3.09717,9.14971,47.9539
172,1.64321,10.4957,7.25071,10.0643,3.36712,9.62762,11.1158,10.1078,5.61178,19.2506,7.03173,12.5991,5.40788,9.06202,9.92253,10.2108,7.34348,3.91313,15.7721,13.1396
173,3.44247,7.33035,7.44208,5.25127,6.1362,9.51117,3.75133,10.3216,6.74354,12.0258,8.41978,5.23716,2.23088,7.69776,9.76452,9.82957,9.07367,3.26989,7.61692,31.6409
174,5.56643,9.73907,5.48303,8.91122,5.11398,9.47618,12.8689,10.3391,5.35021,20.3823,8.82611,7.17932,8.96345,3.63829,7.18963,9.62846,8.80773,2.00812,12.5596,33.2537
175,5.70253,10.3151,7.74365,11.284,7.10339,6.54745,4.57921,9.49567,5.28752,11.8567,7.3139,2.19278,7.55169,8.69505,10.8128,10.4264,8.72847,3.22091,10.748,49.4439
176,3.98331,8.37909,8.09046,7.68408,3.63206,6.66781,15.6395,8.46897,5.24721,21.5419,9.16341,12.2599,4.17764,7.82699,9.82235,10.6673,7.27926,4.03264,15.988,52.3369
177,6.43985,6.76019,6.21214,8.37215,5.95096,11.1931,6.0646,13.3798,1.3011,23.0637,9.37309,9.99802,11.1391,9.22053,10.1034,10.0974,6.74015,2.12195,15.8761,5.68107
178,2.00858,8.95857,8.15905,8.9018,12.2406,8.38869,10.6003,14.4514,2.74194,18.2296,8.51724,11.14,7.87432,8.9032,7.04399,7.41316,7.44163,3.40623,12.2543,18.5108
179,6.34878,6.68895,6.91595,8.49531,13.154,6.88588,19.6427,10.0615,5.37819,20.2504,8.53585,2.71904,8.57439,9.86639,8.53384,7.2529,7.51866,2.98474,17.0256,32.7077
180,5.77995,9.69829,6.76488,7.17759,4.91929,8.66724,2.22363,10.066,6.49836,16.6064,8.99087,10.3363,3.30449,9.34021,10.6416,8.32429,7.82358,2.89623,9.73378,25.4483
181,6.41729,10.1652,6.96002,10.1845,13.6954,9.38979,31.4322,9.45778,5.34967,24.0579,8.69561,12.6562,1.83739,9.84926,6.6365,9.7746,7.41462,1.87384,16.4877,42.1931
182,6.53085,8.96235,5.31597,4.62355,4.42523,10.0926,20.0022,12.6371,4.89292,19.4168,8.8101,11.0571,1.71332,7.44885,10.5147,7.8011,8.23744,3.35417,8.02088,39.1761
183,5.16346,9.6907,8.22649,3.22937,9.76732,8.98319,18.2199,12.7093,5.21055,21.4427,8.476,7.68206,8.01966,8.45285,11.4351,10.604,6.33767,2.30649,15.4323,49.1989
184,5.91602,6.23851,8.11558,6.23121,13.6951,6.60918,2.9201,13.8675,4.46917,20.8319,7.7768,9.78477,2.585,4.49674,12.602,9.42769,7.74552,3.37932,8.65659,45.2284
185,6.46471,9.2162,6.35957,9.18007,5.32634,6.6885,9.84943,9.79709,6.9413,23.4598,9.2002,23.1405,2.68167,8.58894,11.6879,9.16475,7.1843,2.96897,15.5129,49.8404
186,5.85697,9.55264,6.14632,9.90498,6.24071,7.14452,20.9693,10.4098,5.43846,14.1865,7.08823,12.4907,7.63002,7.83842,7.25261,7.44426,7.18577,2.89182,13.8155,23.577
187,5.86897,10.7468,5.94358,7.85698,13.1085,7.89214,20.0554,10.499,5.15156,22.7345,8.04639,3.76164,5.84685,7.8822,10.1983,8.0606,7.10441,3.46721,9.13152,36.3147
188,6.18016,7.60224,6.11641,7.967,8.40083,8.34531,19.8243,10.4293,2.74964,12.8405,6.26805,4.23948,8.1309,7.28533,11.476,8.11304,7.90422,3.67814,15.7275,28.3563
189,6.23753,7.54708,7.11112,11.3522,5.13054,7.77225,18.6464,10.1388,5.31654,11.9641,7.96488,14.1507,8.72451,8.42136,9.92937,9.71292,8.92773,4.76233,7.50095,54.0193
190,6.05552,9.95398,5.41343,5.98499,8.05547,8.03639,11.8583,14.3334,6.07379,11.6872,8.97422,9.61888,7.28583,7.86727,7.28383,7.23376,7.43644,3.31642,8.33321,8.09751
191,4.72235,10.1376,7.00228,8.23898,6.15989,9.52935,7.35284,8.16806,1.29465,18.8879,6.72146,12.8051,7.12059,8.48831,11.2317,10.7766,7.78496,2.07664,7.38542,19.3062
192,7.51183,8.35338,5.2387,9.41304,2.76588,8.7884,16.4236,9.96518,4.45633,20.644,8.57372,5.33022,10.8574,8.02521,9.67243,9.87687,6.47678,3.15348,12.3141,37.0455
193,3.50135,9.55051,8.40474,9.85891,12.1936,8.05519,12.9002,8.99145,5.70917,23.7844,7.66288,5.15387,8.91547,7.0155,11.6351,7.70405,6.25887,2.61763,9.468,30.5406
194,5.30344,6.4059,7.10095,10.8874,4.88551,9.68989,20.8768,15.2356,6.99821,21.8225,8.32484,3.02217,5.75179,8.40221,8.4805,9.76161,7.75278,5.03416,15.032,49.0462
195,5.65819,9.36588,6.99366,3.92376,13.9177,6.28136,8.62314,8.16065,7.27347,23.2571,8.28317,12.2109,9.21316,5.71612,12.3946,10.9416,6.69546,3.60284,14.0127,18.453
196,5.96042,9.86597,8.24516,10.1156,11.7583,10.2845,14.3036,11.405,6.06814,24.8727,7.86629,5.20603,9.40002,9.81851,9.53761,9.42042,8.68757,3.22585,8.90392,51.1127
197,6.33006,10.4223,5.69552,7.4555,5.05868,9.56619,2.29767,9.11351,4.49736,21.9086,5.93795,7.98941,8.76528,8.64235,7.48005,8.876,7.60678,3.17661,15.154,14.7354
198,5.05709,9.70192,6.68354,8.62162,10.6375,8.62266,7.07167,14.9077,5.483,19.1674,7.29475,5.53409,6.98663,1.91928,7.55017,9.72238,9.58079,3.33097,15.9636,10.2948
199,2.77162,10.6816,6.76034,9.93218,2.98326,8.44955,6.09116,8.71776,6.97207,23.9229,8.46525,2.49421,7.85994,7.75373,8.55639,7.44703,7.40277,3.98783,9.39589,49.7501
200,6.14614,7.2395,7.18989,9.50447,13.5515,6.33045,5.64455,8.82869,5.21503,11.8835,6.76605,5.40325,7.60079,2.12376,8.31917,10.6008,6.96889,2.98133,11.3452,54.6288
201,8.04873,6.41406,7.63275,9.79717,13.0106,9.79835,6.03226,11.6742,5.4834,16.811,7.94882,6.97966,6.45839,3.49552,9.66795,9.03948,7.44138,3.90773,10.0869,23.1673
202,7.51433,10.1657,5.93192,8.51945,12.8942,10.4662,4.25031,15.1009,5.41615,21.0132,8.77655,8.52147,4.34989,8.41099,6.97659,10.4909,8.71713,2.98141,11.3792,47.522
203,6.13742,10.2682,7.44282,9.40724,4.89359,11.389,2.83677,8.13191,7.1009,17.8301,8.74013,10.3003,1.59489,9.29767,13.3372,9.78458,7.15467,5.4389,15.8851,53.0839
204,6.94335,6.62843,6.16327,8.88713,5.71671,9.21085,18.1586,10.462,5.24987,14.2906,8.96597,1.88142,7.96213,8.33851,12.8571,7.46215,7.90105,4.43368,10.3724,23.6854
205,7.1314,7.87224,6.57204,10.4629,5.54074,9.19519,13.6602,10.7092,5.06158,25.022,8.82133,8.68341,11.4045,8.77132,12.0257,10.1473,7.46382,3.42651,16.1746,31.827
206,6.54279,8.09589,8.5454,10.2102,7.16035,10.0166,21.7437,9.69105,5.1583,19.2518,7.09786,12.822,3.58143,8.17762,12.1205,10.5314,8.16497,3.8119,16.3754,10.5572
207,6.43117,10.8772,7.07665,3.02482,3.34005,11.1862,5.87616,7.98777,5.66366,14.0306,8.62208,2.0396,8.13485,8.69879,10.2775,9.84275,10.011,3.06462,15.6028,6.42868
208,1.8156,10.1334,8.09346,10.3958,3.76993,10.0452,11.2522,8.40073,7.11861,22.0481,8.66085,12.8354,9.97829,8.69409,6.7731,9.0641,7.02609,3.22215,15.4016,38.9279
209,2.34668,9.25318,8.31267,8.52464,9.48336,9.05942,14.1892,14.2793,3.47622,21.4935,9.31859,11.0421,5.38226,7.36028,10.8809,9.81721,7.21473,3.31079,10.3875,26.7993
210,5.07614,9.67172,5.63837,10.8875,14.142,11.6785,6.41293,10.8498,7.71485,11.9202,8.63444,5.14311,8.62126,7.65366,10.0865,7.19081,9.03292,5.60421,7.71034,14.9351
211,2.54829,9.62594,8.1221,2.10987,6.33391,6.38926,20.6361,10.7046,5.58274,15.8884,6.28141,3.52688,4.87211,2.78916,9.8378,7.19465,7.16227,3.73389,11.6785,7.09895
212,4.34346,9.2545,8.6047,5.71929,4.35733,9.64023,5.65113,12.4686,5.23679,13.9369,7.7185,13.0858,8.03044,5.29465,12.1268,10.9508,7.62045,2.37035,14.5611,20.9833
213,6.63116,10.4681,5.83753,9.25434,6.86598,10.3617,20.8322,10.0271,6.24819,10.184,8.99805,12.3226,3.76966,10.1601,11.9404,8.98525,6.38846,3.46986,13.7628,20.5009
214,8.717,10.7605,7.62762,10.4196,7.30426,7.65796,6.75791,7.41373,5.64636,10.4071,9.42599,5.19494,7.29422,9.29466,10.2806,9.71085,7.24901,3.17772,14.029,17.3873
215,7.50077,10.8074,5.85982,9.8599,9.52318,7.40125,8.5851,10.7799,1.74855,11.9914,8.97426,4.21752,10.0712,9.91623,7.892,10.4874,6.36102,3.08425,7.20029,48.9433
216,3.6009,10.9243,7.0458,10.4205,6.53602,10.9313,15.6148,9.40517,5.64998,21.0982,8.72644,12.0131,8.16026,9.45341,13.9055,7.73876,7.02883,4.99506,11.3844,42.8701
217,6.22023,6.92822,5.60229,8.39593,8.10878,10.0331,4.68864,11.0449,3.43664,21.8106,9.31288,5.75853,7.8637,6.19366,12.7275,9.75218,7.36322,3.29039,16.9322,20.674
218,3.45413,6.94252,5.7122,4.19519,5.25137,8.36431,21.8968,7.90048,5.69262,13.1104,7.51577,12.0721,8.43761,7.79769,10.0748,10.3573,7.35989,5.00383,15.9588,51.6006
219,8.89609,10.9639,7.52322,10.5276,14.4325,9.00026,22.2814,8.45289,6.84237,19.033,7.30869,6.37414,9.32658,9.00282,12.8267,9.71915,6.98345,3.51672,14.017,39.9989
220,6.76238,10.8434,5.58576,11.8269,6.68796,11.1866,17.4641,14.9468,4.80408,11.6478,8.25608,5.47161,3.52637,8.12042,11.0179,9.63836,8.53174,4.07423,10.1179,20.4878
221,8.82844,9.54311,8.54267,8.52187,13.737,10.7554,2.30453,8.11191,3.99026,21.791,8.6211,3.86669,5.46697,9.95205,11.527,9.71812,7.29817,1.58372,7.17143,28.4394
222,6.06093,10.3302,7.74245,11.7161,13.3918,6.94747,10.0354,15.0616,5.62929,16.4352,7.87931,12.6871,7.84834,9.70981,10.8359,8.93012,7.09487,3.39258,9.50146,42.4288
223,6.8829,8.82015,6.48281,11.475,7.18704,9.06842,23.2988,14.6069,3.62978,15.3962,7.36926,11.0224,3.53852,10.1195,14.3205,8.41503,8.09424,5.78999,17.9901,52.6163
224,6.6828,8.87728,5.90987,9.27207,5.20149,9.70553,22.8212,7.36948,2.17788,26.7206,9.10058,15.7944,7.19817,9.48481,12.5821,8.13727,7.99593,3.27158,8.52067,51.6826
225,6.11559,10.5435,7.34667,2.23925,4.45262,9.36607,6.90335,8.58074,7.37775,20.5566,8.56101,8.36247,1.90466,8.45039,8.21036,10.1073,7.46885,2.1913,11.0702,19.8894
226,6.26994,11.0172,6.68825,6.64891,12.0691,9.66432,12.4606,10.8186,5.40204,19.1619,8.50291,4.77026,8.20969,8.29882,9.46261,10.2574,8.07989,2.57809,15.8004,47.1757
227,3.45594,8.05623,6.3749,11.8079,5.73072,8.28439,5.74701,14.9768,5.41468,13.1075,7.4632,5.7636,3.60604,10.0373,13.5177,7.59558,6.16762,3.96051,17.2278,15.5946
228,5.95334,9.76785,8.39485,2.77056,5.17161,6.575,3.37358,12.9343,5.93306,22.0148,9.60001,15.3534,10.8358,10.1993,13.9884,8.76873,6.92716,4.05235,8.69324,23.1741
229,8.16907,9.55402,7.49407,10.592,6.33147,6.85998,6.72542,9.79127,7.18139,26.9555,6.64986,13.194,5.37352,7.469,7.79096,7.18433,7.60435,3.82415,10.9529,55.1847
230,7.28729,6.04329,7.22804,11.8696,14.4935,10.3226,13.9566,9.15742,1.8829,24.5946,7.70521,13.1899,10.9249,3.88947,6.55026,11.1383,7.57405,3.7284,18.0314,57.9547
231,6.79557,6.79902,8.20519,9.02945,5.02547,11.5056,22.549,7.49584,4.39417,27.6367,8.92418,10.0099,8.55394,8.77389,13.9762,11.0741,8.26286,1.74371,9.69217,49.4848
232,2.27669,9.76356,7.47104,9.94037,12.3328,10.3623,19.7927,15.6115,5.24467,18.5419,8.14675,7.21632,7.94662,7.29584,11.6936,10.152,7.64279,2.98002,16.1782,9.3133
233,6.21273,10.2293,5.32632,8.47669,13.9327,8.84659,21.3511,15.4803,5.07308,13.3991,8.25768,13.4669,8.33625,9.26062,9.98365,7.28706,7.43052,3.57428,17.2522,50.8698
234,6.69107,10.9269,5.24724,10.385,7.69306,8.32891,7.70193,9.00572,7.1893,27.635,9.50844,2.55795,6.49124,9.0039,6.26495,7.19035,7.45481,5.42176,17.5696,50.9959
235,8.62893,7.07245,5.89634,4.31013,4.97906,9.94909,10.8475,11.0604,7.12989,11.6834,7.99869,9.44743,10.0767,1.98164,7.64379,10.8499,6.8796,3.69593,16.3433,11.279
236,6.59111,10.4019,7.20089,3.32701,11.061,11.8808,11.6688,7.97088,5.12937,20.0831,7.05368,5.80086,6.95329,8.30297,6.33304,10.5252,6.88794,4.4346,13.8643,55.7486
237,5.28366,11.1481,8.4899,10.3067,14.2342,11.0568,20.6674,9.19671,5.71142,24.8513,8.8799,3.10338,8.94797,9.61598,6.96164,8.77709,7.5811,4.01602,7.83967,58.7559
238,8.80074,9.55315,8.67395,1.36845,2.28184,9.26055,17.7921,7.7111,7.31812,23.7666,7.49024,3.97187,8.07068,8.50962,10.9885,10.0578,7.01579,3.6592,16.6873,36.4982
239,7.54452,7.02591,5.82766,9.33949,6.27484,12.0665,3.07011,11.6429,5.44789,27.8663,9.58362,7.65541,8.56166,10.525,10.4366,8.00075,7.47981,2.93347,18.1083,26.9722
240,7.66944,10.0835,5.47972,11.7953,11.5387,11.4657,3.13081,9.56728,5.59094,19.2643,7.6153,2.05105,3.58923,8.65215,12.0063,7.06721,7.31672,6.81015,13.5994,27.9964
241,9.96301,9.88083,6.14503,9.6508,13.766,8.12155,4.52141,9.68745,5.71532,11.7615,8.74212,7.1809,7.22728,8.17483,6.96368,10.4689,6.81748,3.21645,7.07559,16.4847
242,6.44483,7.28923,7.76246,8.76655,6.76613,6.3185,22.1092,9.80142,6.71877,22.4195,5.97787,12.28,9.59948,10.022,13.8485,10.5514,9.33514,4.13455,12.7041,23.2035
243,5.00965,10.9221,7.22939,7.89157,14.8196,10.0755,4.10497,8.65865,5.58654,25.1183,6.75781,2.32245,11.7012,8.76869,13.7761,10.0273,6.55885,4.71102,9.68439,22.5108
244,7.0919,7.57452,5.24538,10.2894,13.8225,10.1569,8.68138,8.62151,4.59409,17.884,6.22208,5.60077,1.75004,8.0746,10.593,9.8744,6.80252,3.50467,10.571,6.86665
245,6.32466,10.7904,8.78607,10.4823,14.8853,6.25789,11.0624,13.3482,6.34321,27.6649,8.93214,4.53783,8.50045,6.81112,13.9559,8.43598,7.38724,2.37255,17.4634,11.0222
246,6.14879,10.8082,7.34466,1.54053,14.9311,10.331,15.6175,8.79042,7.49166,10.2351,8.37947,13.0073,10.6158,8.68706,13.0685,7.3384,7.97851,4.24728,13.011,8.78882
247,7.9583,6.20416,8.09827,8.46291,14.3508,11.8251,6.42991,10.4709,1.85515,11.1849,7.99636,4.10244,7.67302,8.50874,6.21222,9.8747,8.33551,3.81732,7.44803,53.0092
248,4.70763,11.0609,7.40921,9.99664,5.77339,6.83719,6.98218,10.4429,7.43265,12.997,7.93161,4.92794,12.0302,7.29726,11.4993,9.56508,6.31866,6.51383,9.30843,56.4194
249,9.25041,7.69408,8.21842,8.5847,13.8403,9.4503,27.2564,11.5798,5.27634,15.2964,8.13052,7.07812,8.91215,5.36911,12.9436,6.85856,8.4696,3.33765,11.2108,22.9816
250,2.40601,8.51973,5.87501,10.9263,9.34566,8.99964,17.722,7.80101,3.71961,29.047,7.56793,5.32427,7.52567,2.82117,11.5183,9.49714,6.25782,3.18734,18.3133,38.7794
251,8.33252,10.7356,8.62982,8.4035,8.27099,7.81126,8.69357,14.6285,7.15665,13.1878,8.27974,8.18893,1.87285,9.52931,10.7393,11.2384,7.38498,4.12746,17.8959,21.9381
252,5.76541,6.90762,7.49677,12.2304,10.5193,8.68161,6.18965,7.34993,7.43901,11.7444,8.81165,9.48072,9.18339,10.6352,11.4831,9.56721,9.79979,3.49349,12.7097,24.0797
253,6.27656,7.84277,7.41602,6.03576,3.75532,7.35625,15.3725,8.41397,4.11225,18.759,9.53773,6.02086,8.76486,8.72794,14.3116,10.4717,6.99438,4.83978,16.1493,54.2729
254,5.42545,9.7414,5.81791,10.999,5.36821,9.83902,28.9343,7.23929,2.80757,22.1281,9.02061,5.1141,7.41064,8.20147,12.9908,10.101,7.0641,3.48848,12.2276,49.1162
255,9.31802,10.6404,9.18524,8.52186,10.9574,8.71603,22.8,10.891,6.03472,9.72749,6.23865,8.10456,5.86083,10.5867,10.7175,10.3181,7.4138,1.95916,15.9705,29.0365
256,4.05204,8.85503,5.2391,9.08244,2.61047,8.0135,2.98453,15.0163,6.05938,17.6763,6.07819,11.4755,7.45484,10.8175,10.3192,8.04633,7.65605,5.81586,15.6182,15.4127
257,8.59632,6.82465,7.53356,3.37417,7.33723,9.73031,25.3471,10.4091,5.33903,30.3395,7.88385,11.5459,9.31366,8.0286,12.4303,10.2939,6.87746,3.59189,10.1552,52.7498
258,6.92643,9.71992,7.61447,3.23081,6.81853,9.61217,38.8909,14.4243,5.58002,23.6153,8.76261,13.2676,8.78405,7.16456,6.41608,6.83927,7.36211,3.40255,17.97,55.4068
259,3.3286,11.5236,6.55419,12.0988,6.1028,9.25133,4.87235,7.21064,5.15253,27.8025,7.27002,24.9926,9.81334,8.2279,13.6276,7.80746,7.611,3.34786,9.06024,54.9832
260,8.09079,11.404,8.55353,8.36835,2.46589,10.0056,6.18865,7.95035,5.27585,14.0918,8.98352,2.26159,1.88645,9.67765,13.0228,8.75764,7.66966,4.28588,14.5956,37.6115
261,7.87019,9.29093,6.59883,8.89178,5.22143,11.8518,19.2966,12.7791,3.30603,17.376,9.58571,13.8193,11.6847,4.56088,6.026,10.7574,7.42879,3.96778,15.7756,55.7209
262,7.57542,6.94342,7.60363,9.84989,8.60367,10.1878,16.7108,9.13454,5.85831,27.1668,6.6135,13.3908,8.51772,8.80786,12.0485,7.0338,7.59459,8.67493,7.26058,26.9623
263,6.5188,8.83439,8.75901,12.4377,8.90831,10.0753,26.3696,11.4517,7.50684,19.4515,9.17697,5.81418,10.1481,1.50745,7.50879,8.17217,6.64097,3.73481,8.32295,29.1067
264,7.07758,10.4033,8.94561,11.6962,4.03155,10.7554,5.73575,15.2526,5.16686,19.546,7.34901,10.6877,2.96782,7.3327,13.9822,11.2418,9.16019,5.6666,8.65161,49.1108
265,7.24316,10.5304,5.72086,9.29601,5.24497,8.21948,7.39888,15.5829,5.9001,16.7114,9.72154,5.9325,8.1883,6.77229,12.4263,9.41828,8.0278,5.56738,11.7525,57.7654
266,3.5929,9.69611,7.20362,10.1873,15.3662,7.09836,6.17964,9.40135,6.55177,11.9348,7.51171,3.8356,8.73802,2.978,10.2855,6.85079,7.87415,3.95372,19.3891,60.7479
267,8.94294,10.1364,7.51578,10.8552,8.35492,6.66237,20.9189,15.0816,5.50883,20.6885,8.51278,7.05341,8.63468,9.21016,7.47586,7.68074,8.57792,3.74353,19.1629,45.7639
