NodeNo.,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
1975,9.99299,24.8311,5.70319,18.8083,18.0376,25.2946,26.3304,18.8786,6.08231,57.363,12.9248,31.5469,11.7341,13.5041,5.96806,12.4373,4.53357,6.59801,17.9819,34.7968
1976,10.2822,2.24209,17.587,20.9859,24.8692,17.0178,32.2455,19.5813,17.1065,5.50544,4.11622,26.1854,16.1104,14.957,11.0495,3.47677,3.90272,13.0236,3.79668,52.4269
1977,10.85,28.5945,4.95111,14.1611,36.5791,29.1398,25.2305,15.9907,7.54606,31.5136,3.26172,18.3103,17.8935,14.0238,24.1303,26.0771,4.21879,8.62014,3.68738,49.1881
1978,11.3531,13.4937,7.63774,13.3425,24.8025,11.6251,32.1411,22.8461,7.40223,8.66217,20.4095,12.5084,11.8515,12.9493,17.1967,13.5302,7.95031,12.6765,44.8483,32.1983
1979,12.2749,2.49254,12.5487,14.1238,21.8421,17.7526,29.9607,15.042,6.04344,11.1105,3.56308,23.0006,11.5624,16.067,10.9153,25.305,7.64706,10.1881,6.6578,54.3763
1980,10.7417,12.0414,10.0963,12.4581,22.1977,15.2607,23.2879,31.651,7.19002,42.3139,4.36343,26.8967,11.6175,12.2995,27.929,10.025,3.72045,10.8825,4.54465,52.8578
1981,9.26595,8.85909,9.88477,11.6847,24.2769,26.9495,27.1841,28.9268,4.11147,48.8976,21.6304,2.51016,16.3787,11.8418,6.49469,7.73467,6.19839,5.1638,30.1974,38.016
1982,9.74251,35.7064,8.55814,19.9067,14.9485,12.0572,9.72172,37.5482,6.83148,16.3766,3.83372,26.6601,13.4373,11.514,4.28653,20.5592,9.53668,9.23523,4.82005,58.0575
1983,11.88,12.3614,2.14114,16.2178,37.2922,16.1733,26.5223,34.4082,5.9703,11.2196,2.91614,22.4199,16.7149,13.829,32.9431,23.829,2.9384,11.5326,44.3051,52.6261
1984,11.9771,2.32809,1.58733,15.8269,24.5878,10.3148,23.5106,35.3846,6.22919,32.9163,3.63409,18.5352,16.0047,11.9552,29.7117,6.85626,2.46335,9.4062,12.0337,43.862
1985,12.537,8.79051,17.4636,22.8711,22.042,14.3545,34.4202,14.5728,7.36865,55.8349,2.57358,26.4891,12.9528,12.2267,28.593,6.69467,5.91454,7.81007,45.1708,50.8816
1986,12.9562,32.2718,2.41567,16.9415,22.6329,9.63599,30.3213,19.197,2.68602,16.8782,17.0774,18.6123,16.5526,14.7318,11.6339,27.1756,5.05559,10.8325,9.28047,42.7032
1987,11.3537,16.5393,19.3147,11.9639,21.1967,19.5097,28.3025,25.5502,5.34277,10.6504,4.79165,25.1053,13.1855,12.3151,7.90217,26.8017,2.20711,8.74688,5.54019,57.6027
1988,9.91448,8.53347,10.3216,30.694,24.923,13.5173,33.3763,28.4738,6.52393,9.87608,12.1882,29.574,13.6434,14.5696,18.4628,3.16452,7.93726,10.398,8.55953,50.7311
1989,12.3183,22.838,2.73668,21.6679,13.0152,10.0492,25.5408,23.8718,7.45358,28.2139,4.3008,26.8609,12.1525,29.6361,6.46727,26.7803,3.18241,6.14833,42.833,46.8573
1990,11.3874,35.2246,2.84167,18.0118,22.4942,10.862,22.1668,13.8604,5.11703,35.6456,7.09366,26.6898,11.3225,14.9152,30.3691,3.19341,6.92646,10.3556,5.89963,48.7949
1991,9.97918,35.4733,19.1888,19.2472,67.2512,16.3778,20.5454,27.9487,5.80704,4.88133,20.6028,26.6136,17.2953,16.3742,13.5041,24.8168,3.87002,9.3042,14.306,52.5659
1992,12.2086,3.05481,16.4382,19.3362,16.7342,11.8113,31.7877,16.642,5.7818,54.3934,20.1366,29.335,12.42,17.8925,14.2197,16.9625,2.43697,10.1535,40.1674,47.543
1993,9.09381,30.3512,13.6799,12.6457,21.0628,9.56435,15.1837,14.4382,7.06873,7.61637,15.3266,27.4059,12.8366,11.4527,11.4562,5.96615,7.09249,9.79001,3.49314,48.3643
1994,10.1005,2.78605,4.03088,17.9073,21.2681,17.0431,7.48313,24.8961,5.73943,45.166,18.8166,17.186,12.268,19.8283,11.8017,26.6324,5.69625,9.24578,43.4365,52.1549
1995,10.3242,4.98983,10.4875,22.3328,32.2525,16.8883,26.265,14.1013,9.09813,8.47184,4.21764,12.5574,13.6173,15.0733,4.60348,4.98084,2.55298,9.65049,44.2437,51.3109
1996,8.00401,4.86789,15.4547,17.5084,24.2701,56.9649,44.9349,15.2566,5.84884,32.4223,2.03686,28.5565,11.6655,12.8217,30.0414,11.2252,7.47053,9.57485,42.2377,51.9207
1997,9.58177,20.3631,5.31455,15.0289,22.6862,16.0975,26.3353,18.6125,6.29194,54.9318,5.15242,24.5438,18.6427,11.4893,4.73983,14.0922,5.56622,8.36478,8.54854,40.8282
1998,11.2673,17.3217,3.66158,6.61197,21.1144,17.8755,7.56639,31.0093,4.00208,54.6281,16.5419,26.2484,11.5834,11.678,33.5712,10.2861,6.86061,10.2249,27.2888,43.58
1999,12.8978,35.6309,15.7027,20.15,22.7777,9.67915,25.7077,14.5409,10.5459,22.4215,8.16301,25.7001,19.3777,14.9147,19.6998,12.8526,6.00702,11.7153,9.5175,48.4005
2000,9.51149,35.8519,11.0313,13.7474,22.55,20.7057,26.7852,21.0774,6.11663,13.4424,4.29942,18.1255,17.9491,11.7557,26.3673,8.2435,6.36357,9.87613,25.8686,50.4609
2001,12.0293,3.37427,18.9466,14.5103,24.0369,17.3632,30.8376,15.8043,5.88222,7.86608,13.3986,25.8346,13.2953,11.4311,25.543,24.8575,5.61406,9.469,5.23535,49.5881
2002,9.22019,29.0348,2.98865,13.2312,22.4788,18.1062,26.6177,18.8445,5.68401,5.74965,8.24749,26.5197,14.2892,12.0299,14.6472,6.20714,2.24987,8.57891,6.32959,43.8995
2003,12.0728,33.9453,1.60776,12.3225,18.9114,11.4139,24.9043,23.0499,6.93209,55.4133,11.4365,12.7501,12.9845,15.7077,10.4999,23.5592,6.43186,11.789,19.6695,42.5972
2004,11.7559,34.9154,19.4318,13.7516,21.2441,9.22878,22.4856,25.7453,8.19657,38.5775,21.2787,29.5056,43.8058,14.8589,5.02892,13.0203,5.12503,10.4317,8.5252,31.397
2005,9.07276,27.0176,1.59688,17.4497,21.0591,17.8073,32.7071,17.3452,9.88657,31.2661,14.3277,25.7038,17.2529,16.27,32.7441,9.48541,3.49506,10.1505,9.6602,44.5073
2006,9.10959,21.4884,19.1721,20.1158,22.1045,11.5322,29.5974,20.3733,6.20126,5.08185,14.5738,31.3836,17.9889,12.319,8.06621,14.621,2.50313,8.84928,9.40316,50.8531
2007,10.4603,14.2785,12.2654,19.6192,22.0216,12.5602,29.4576,15.4602,7.24977,15.235,4.35926,19.404,16.7136,15.0427,4.52844,17.2237,2.79061,10.3061,23.2431,45.4087
2008,11.7809,26.9739,8.74491,52.449,21.1254,18.0899,29.4901,28.9128,7.81756,33.4916,4.45276,26.4174,20.729,11.5425,12.7764,27.2018,6.17288,10.3585,43.6127,32.7943
2009,9.1113,5.50945,16.3122,21.7424,21.8363,9.45471,29.1957,35.7003,6.76278,4.86861,19.4355,25.9174,16.0461,11.9928,3.20045,3.0131,7.37524,8.64575,45.2248,50.8647
2010,12.2461,6.37574,18.7728,13.9484,22.0638,17.6402,22.5025,16.4696,3.67826,10.0989,20.4116,29.6906,12.7384,14.3729,32.3639,7.15725,5.6651,12.0168,8.20993,53.1956
2011,5.11177,7.8372,14.2144,16.0728,21.353,9.13725,28.9686,21.9962,3.05928,57.7285,2.89968,18.4305,11.8121,11.4464,5.15798,19.6918,5.758,23.1166,12.8813,52.2915
2012,12.6756,25.2476,4.39704,20.1453,23.3546,9.93369,26.9732,24.0423,5.69608,4.74171,3.20896,28.0538,11.3428,14.7764,24.0997,10.5158,5.74457,10.315,9.86383,43.7242
2013,8.90464,5.80616,6.08146,12.6576,26.4987,20.3803,27.1676,21.8646,6.28546,20.7624,2.19502,19.6185,14.0748,14.3213,15.2361,22.5483,4.04688,16.7591,3.22177,44.5613
2014,12.1344,35.7565,2.8038,11.4107,20.322,53.5334,19.8208,27.8523,8.76508,4.7986,6.29372,29.2358,13.0238,11.9451,9.93383,10.2833,7.58596,9.84035,20.6739,51.5594
2015,10.8379,31.7706,19.3136,21.4336,24.5476,19.8866,30.0931,18.998,9.5426,43.0656,18.0661,12.2482,12.4557,11.9554,16.4246,26.0557,8.42983,9.88167,42.2469,42.8355
2016,11.3279,20.0561,1.72209,38.902,23.4335,9.41474,31.9454,15.7016,9.30844,35.9584,12.0995,16.384,11.6719,12.5207,23.9555,9.03232,5.86136,7.99235,3.5345,51.8863
2017,9.02647,23.4916,5.89716,20.599,24.4151,11.2387,33.0505,14.6894,11.8603,21.5232,9.95549,24.5437,15.2336,11.9467,26.6964,5.71638,3.16135,7.55593,14.0356,43.9156
2018,14.1274,3.00377,7.15384,16.1765,21.2403,13.3146,27.5141,31.4573,4.86609,22.058,8.52109,38.9479,26.778,13.0667,6.54744,18.1828,2.13453,10.6621,9.04906,47.2344
2019,9.87551,34.8495,3.81688,20.6217,21.4235,16.5688,33.0145,21.2089,7.50317,7.13011,4.31517,24.7355,13.6583,11.4987,4.41815,3.89501,6.70029,4.43248,40.623,47.8203
2020,8.81299,22.1282,2.28751,5.02936,24.1248,17.7049,27.807,86.8987,8.51182,50.3548,19.0461,14.5912,16.2078,14.5459,9.4381,24.1652,2.17352,11.1445,8.57367,51.2376
2021,10.8965,29.5039,18.8767,19.7759,22.3044,13.8096,33.0648,13.3364,8.02922,21.4468,15.0743,29.0587,13.9428,11.8473,31.1905,16.092,5.2378,11.9152,5.78843,55.0231
2022,9.37016,26.2941,11.9583,14.9323,25.9106,20.9841,31.4158,16.1543,4.59391,11.4427,5.38366,30.1799,13.1017,11.9583,3.4009,2.59829,5.84849,10.6044,38.7089,50.2782
2023,12.3227,3.89325,1.55824,10.2176,24.3869,35.2507,29.6181,36.7211,5.80312,23.7455,20.0413,25.9311,17.3903,11.7032,2.89551,3.10687,6.5598,5.80124,37.4371,39.0587
2024,9.55183,18.4654,14.1898,16.8678,21.7357,9.42674,18.6626,29.8623,6.36604,16.1943,2.52044,24.9178,18.718,11.2796,33.2607,13.1328,7.39539,9.07993,35.8678,42.3986
2025,9.87459,11.5451,6.42933,15.435,19.3575,21.1083,26.243,15.0058,5.47945,9.4454,10.7924,26.121,14.3048,11.8009,20.1166,2.79991,8.92973,10.4573,31.0528,55.1759
2026,9.16529,12.711,15.1776,17.5606,22.3456,16.5711,26.1721,16.3542,5.6591,32.8451,13.1623,21.5768,15.3786,16.1073,14.6968,3.44316,7.48152,7.27879,8.85071,51.5244
2027,11.4337,17.8019,2.71752,19.0303,19.0559,17.7905,26.1616,13.488,5.84882,33.2723,18.0289,7.16384,11.3828,12.1046,5.01737,2.49324,6.99185,8.68835,9.38623,49.9291
2028,11.5727,9.69754,10.4594,19.5712,23.6069,14.9278,34.12,13.7213,8.76134,57.3945,3.09964,28.8774,15.2045,14.8398,21.7131,17.289,3.32051,12.3062,7.71089,55.8523
2029,11.9603,30.25,10.5238,12.1237,29.811,10.6173,29.9182,18.037,6.9197,19.398,4.49348,23.021,14.0308,16.0891,22.174,11.6588,5.87404,10.9921,25.8961,52.4053
2030,10.2882,7.03493,18.4485,11.6335,22.1665,9.12021,24.6624,18.8207,7.59367,8.0241,17.4232,24.7213,11.0423,11.8973,6.58985,4.07859,2.64284,8.55703,9.77178,37.4448
2031,11.917,9.2426,9.33959,13.5139,31.0375,15.4861,29.7362,15.0878,8.99122,39.0389,14.7661,30.9858,12.1263,13.0444,23.0457,19.1085,5.16049,8.7663,3.77436,34.9293
2032,12.6397,6.22229,16.9683,12.7745,14.6017,17.7351,26.9789,24.5941,5.81151,33.6373,3.09278,25.4784,13.5614,15.8362,28.5529,26.5564,3.94903,10.4483,9.24972,53.049
2033,9.39287,14.8464,8.99457,12.6815,23.3923,16.093,23.1967,24.2005,6.77291,36.7825,2.88439,23.2321,14.3387,12.526,5.57453,22.3072,5.8076,9.79445,9.27227,51.2689
2034,13.3999,23.3703,3.27226,17.9275,12.3798,12.8711,28.5304,15.2973,8.90222,48.3894,3.04737,24.9651,14.1837,5.35578,33.6722,4.32142,5.81222,11.3299,3.48196,45.1774
2035,8.80322,3.42541,3.16645,11.7143,16.8034,10.3005,27.8584,28.9647,8.04687,45.1511,14.668,30.4401,16.9691,14.8481,3.6801,21.3836,11.1114,9.5993,26.5952,44.0668
2036,11.5351,23.6484,5.39231,20.5363,21.9406,15.6778,31.4661,25.9275,6.4734,5.07473,12.2235,8.44379,13.7565,37.9618,31.2831,25.4612,3.43431,12.7755,10.3266,55.7301
2037,2.27808,29.4113,4.57578,21.3151,21.0355,15.8146,29.1094,27.7062,6.50977,42.6249,21.3417,15.2968,19.054,11.3946,31.764,2.44385,3.67183,9.5533,38.9342,45.226
2038,10.3013,33.1661,5.05833,16.391,23.6735,9.08918,31.0063,24.4366,3.65167,6.39003,2.36294,30.1204,18.146,12.3961,17.946,23.1498,8.05054,4.07359,32.9895,43.8927
2039,12.1005,27.5613,16.5704,18.6458,15.1093,17.4608,27.9473,13.3921,3.67503,25.5731,20.8095,24.5194,12.0564,14.2884,32.5428,9.84485,8.05997,5.45778,10.0651,52.3386
2040,11.8991,27.4493,14.4388,12.3773,20.4129,15.713,29.9737,21.7916,7.70881,6.77442,3.1578,25.9092,17.9933,16.159,4.72158,6.10216,6.41546,10.4654,16.3251,53.3809
2041,11.7438,31.4409,3.41091,11.1789,20.5775,18.4816,26.2464,21.5757,6.83658,29.6488,4.25366,19.8585,18.7876,11.9463,30.4973,11.5481,2.8115,3.67022,31.5468,59.3955
2042,14.8183,3.72053,19.1667,19.9443,24.9485,13.9896,27.5921,28.0995,9.52902,56.4392,2.14426,12.2125,16.3358,11.4385,10.3517,8.99411,2.5303,10.7312,6.09206,55.5795
2043,9.75196,18.2594,19.2343,17.9835,21.4068,14.722,32.9394,15.8643,7.37086,11.8285,20.4786,16.1438,20.3276,14.2952,27.8701,4.27968,7.36073,8.90521,7.08357,59.2581
2044,13.904,26.062,19.0817,20.1332,21.0013,20.754,28.5252,36.8111,4.2525,5.80797,9.3444,25.4597,11.5722,16.8127,29.4521,26.551,5.83536,11.1489,16.2645,51.6529
2045,10.1069,4.1243,16.2349,16.2065,32.5375,9.03168,17.6412,25.5519,1.93335,50.7287,5.54197,9.15682,16.097,15.6712,33.45,23.0411,7.00753,8.88827,8.14375,47.1056
2046,11.4334,10.4373,9.372,11.9631,22.21,17.6656,26.7198,22.1675,7.26454,53.4872,6.43052,28.2984,12.9596,12.375,26.925,17.9334,6.65312,3.37737,6.15206,48.7786
2047,12.1209,11.1317,3.77963,12.5046,25.8729,17.3851,31.2744,30.4064,5.8657,57.4677,20.8522,11.5297,16.7313,5.79602,21.5686,18.5598,2.30214,10.1965,6.16312,53.2768
2048,11.4514,2.17767,1.82932,13.6373,21.1611,18.2313,28.3908,24.5499,7.72654,51.6193,21.9994,28.3407,11.5783,11.3222,13.5013,2.93623,5.86992,11.4034,22.208,52.0838
2049,11.6263,2.76009,16.2935,14.5782,19.2142,19.4813,25.7747,19.435,7.41514,45.0883,19.8522,22.6966,15.5436,11.4452,6.88315,19.866,6.01275,10.2618,8.56666,52.9802
2050,11.1422,9.7851,5.15427,13.5056,31.7174,16.7807,23.046,14.7203,6.10382,26.1283,14.0137,26.218,11.7868,14.869,5.11929,15.7182,3.75333,9.10446,5.54489,50.871
2051,8.57529,3.90052,2.8524,20.6907,18.8479,12.1567,22.6526,27.3436,10.6683,39.8449,15.6364,28.7174,19.8016,11.3713,9.62812,17.1042,8.33824,8.68312,8.74138,48.6244
2052,8.39159,36.1798,15.6355,28.6206,17.1827,16.3264,24.7195,29.8384,8.1386,4.91559,5.32403,30.8161,17.4867,13.1851,6.74664,4.47422,5.89238,7.70778,7.28207,46.6668
2053,12.1002,3.49887,6.71498,25.0647,21.3501,14.1206,29.4328,22.9519,7.77826,35.4878,4.59829,16.074,13.1077,15.6878,16.4961,2.53848,2.58829,9.169,9.382,51.153
2054,9.31744,18.4461,4.94625,20.3828,29.9279,14.6156,33.3906,17.5391,8.75134,5.29383,6.04665,24.2054,17.3717,12.1502,6.2349,27.094,3.07612,5.16358,41.7929,42.9585
2055,10.0796,2.24616,12.921,18.3497,20.8814,10.336,28.7593,18.8274,6.95037,19.5454,16.432,24.8078,12.51,14.3556,8.83975,20.1346,2.1153,9.98389,11.8624,56.0797
2056,9.03517,2.30618,3.21149,27.3345,20.9355,15.772,26.1936,13.3727,6.23509,11.6604,15.6481,26.0933,12.6585,11.7916,3.12104,7.86817,8.75989,10.868,4.38548,50.4282
2057,8.82286,6.71551,18.515,26.0961,13.6232,15.7885,27.2982,47.031,5.75597,18.425,15.8925,25.201,13.5148,12.7003,16.8568,24.551,9.57521,3.2411,28.8569,35.2314
2058,7.18844,23.2468,6.28417,15.7363,21.1738,16.8686,22.7,26.1619,7.60348,15.5992,14.9661,21.3489,15.0402,11.4545,11.5899,27.3187,3.91344,9.11787,7.64381,45.4184
2059,10.5559,20.6581,17.7325,20.2708,21.2067,14.4729,17.6951,22.7304,2.75862,47.2434,10.7512,12.6764,20.2397,11.2801,32.1499,26.5565,7.24669,7.79989,3.25055,32.2449
2060,9.79466,36.245,6.98507,16.0384,19.778,42.079,23.5235,32.2532,6.8834,49.9167,2.53691,26.3183,12.211,11.6154,33.3595,19.5979,11.6832,8.85752,4.23462,49.3359
2061,10.8566,35.251,13.5378,13.2763,22.2766,16.6004,24.7047,19.2396,7.75841,12.6601,4.40063,31.1189,19.6849,11.3124,3.20179,4.62764,4.28025,11.4873,9.88167,45.3843
2062,10.1349,17.5299,2.57906,16.6809,20.2665,14.4765,20.2475,18.5395,5.92722,16.4163,17.2136,23.2992,10.9123,14.5475,25.2969,18.2285,6.33922,8.95254,44.5004,34.0011
2063,12.3908,35.9633,14.4809,12.3527,16.4409,8.89351,22.8905,13.0297,3.11533,47.4861,17.6131,20.3304,13.51,11.2541,29.5497,10.6139,3.06842,11.6231,27.2852,47.1519
2064,1.66619,16.7474,19.1017,15.1584,22.625,21.553,27.7086,18.8119,5.66228,7.63216,5.00508,30.0046,19.0787,11.7277,26.6131,26.8978,3.14756,10.2265,44.6747,56.0898
2065,9.15456,4.30786,19.1652,14.8574,26.1525,13.3814,28.1401,18.9307,5.54108,45.6825,8.92265,26.1974,12.9518,12.7385,30.3917,24.1495,2.91238,9.78191,43.5368,45.2861
2066,10.738,30.7069,11.3097,20.8116,14.2407,13.6481,27.9126,21.9048,5.64589,53.7471,11.2229,26.6106,11.3146,11.177,11.9999,15.0035,6.27003,9.68665,7.47159,46.6885
2067,9.8586,15.5363,12.4314,12.4226,21.4285,39.2074,29.9637,16.7601,7.71103,12.1722,15.5566,31.1366,16.6936,11.566,32.8555,26.7206,5.85981,5.69663,23.83,49.9359
2068,8.88482,35.4705,7.29865,14.2001,19.6058,19.5667,28.302,13.9125,8.00093,17.3964,4.6863,18.0934,17.3336,11.1191,15.8985,17.3424,6.16807,10.9737,44.5221,48.9309
2069,8.45666,34.3609,4.15294,16.5742,21.9163,17.5183,26.9177,25.4782,6.20135,31.9919,11.9008,26.5264,11.784,14.7319,4.0525,14.3942,7.72609,11.7744,44.7365,31.973
2070,13.8141,24.264,16.3741,17.4138,21.2028,16.007,24.2085,18.584,7.74392,34.8627,4.63251,29.5646,13.4563,11.2073,31.006,6.8386,6.15543,10.0917,17.9827,53.1493
2071,10.2475,9.20359,4.68913,22.1596,22.188,16.7641,23.7127,15.1323,8.43802,40.1569,3.39705,31.2294,19.774,11.7235,10.8485,5.71175,6.18606,7.79791,37.9832,50.2292
2072,11.7456,15.9247,17.1792,20.2428,21.0997,17.398,25.0239,14.0686,6.21844,56.7851,14.4712,30.2608,16.5952,12.2139,33.4518,8.36788,4.53469,6.9056,27.8927,50.8014
2073,11.8934,34.0156,7.6087,16.3527,24.6818,9.58103,28.9559,17.8936,7.59914,11.8877,13.7164,31.1716,11.4169,14.388,15.7126,10.687,2.29061,10.4263,41.6799,42.3897
2074,9.87366,18.831,19.1367,20.1842,20.9269,9.51165,30.7523,22.3628,7.52875,14.3723,4.33809,19.8094,25.2148,12.4897,4.61558,20.1734,7.57182,6.48243,13.0376,49.1679
2075,9.17822,2.17038,13.2462,18.0191,19.9167,17.9344,24.2163,20.5278,5.80184,5.05987,20.5582,22.6847,21.8371,12.0612,3.07105,3.52292,2.36584,9.11479,10.2444,15.8956
2076,8.96974,13.4374,14.8701,17.4221,21.5807,17.9008,27.8644,14.8905,5.69371,4.63735,3.94414,17.3067,12.3423,11.6064,24.2678,26.7497,2.09026,8.69801,4.82915,27.4898
2077,13.0338,6.07497,18.9351,15.029,31.8776,9.04049,32.0649,28.2433,5.56254,34.5426,20.7178,20.7294,12.5921,12.2515,8.49596,8.64909,7.72929,8.20208,33.7028,51.149
2078,10.2702,33.1658,18.0151,19.805,22.9962,8.87833,14.3121,14.0799,6.84605,55.8993,16.9071,29.6494,17.3614,9.81336,16.0297,4.49089,5.78317,8.64772,8.94595,49.8789
2079,9.60875,6.64176,18.6582,16.6637,22.0524,14.5347,26.5423,71.8896,6.61995,14.0357,14.3557,24.1655,11.5135,15.1505,3.95864,5.363,5.97378,9.59685,39.0669,49.7108
2080,11.6224,2.57536,18.946,11.2983,22.4217,16.799,31.2146,26.3359,7.56416,9.46737,12.509,14.5773,14.864,14.0815,6.59827,18.7137,2.48823,9.33799,10.1643,51.9664
2081,9.16204,5.21304,6.4271,12.322,21.968,15.6371,18.6084,22.5189,6.92594,10.0404,22.2887,28.2731,13.0743,22.1762,29.879,26.5487,7.56961,8.01142,10.4525,36.6745
2082,10.8251,11.2927,3.5497,11.6677,23.479,21.4257,28.1376,19.4444,6.99337,35.635,4.26073,21.9268,15.3848,11.7615,3.35004,2.79123,8.65841,4.35553,37.6067,49.3616
2083,12.2965,23.4376,6.52532,14.3547,20.5741,17.4565,27.5736,73.6915,5.64847,57.113,12.924,24.3771,16.8699,15.2578,29.6386,16.308,5.38798,7.45103,44.0887,29.8397
2084,8.57395,15.1302,2.60748,12.2959,24.3288,11.2708,27.9663,19.5179,7.66763,46.2577,8.86087,26.1338,11.2342,11.3732,27.3852,3.05587,6.18092,7.78253,44.9193,52.4181
2085,11.1275,8.19387,19.2229,26.1438,22.0122,42.5474,34.2979,27.422,5.89099,4.72708,5.56115,5.93985,10.9757,13.8329,26.0695,13.4095,4.75416,8.94288,34.3141,50.6817
2086,10.4042,10.4391,17.8108,11.293,20.7625,8.89771,33.2597,12.9697,8.8491,19.8824,22.0942,30.5119,16.1272,16.2731,5.02242,16.2888,2.2057,7.21614,8.10222,31.0141
2087,9.91821,9.35523,9.70812,20.1125,52.6461,29.2089,32.7807,15.4249,19.0924,54.9951,12.0652,12.1897,12.8704,11.8869,33.1632,25.9985,5.86784,9.34791,8.50826,51.4736
2088,10.6876,20.9557,17.2307,17.7403,23.8272,10.9726,25.8948,20.7112,7.39056,23.9035,6.6291,24.8205,10.7155,11.0048,21.1428,23.7852,15.0227,9.6368,18.0365,48.3042
2089,11.9426,14.1605,4.46462,12.6765,11.9122,9.28222,23.279,16.1464,5.56624,24.6491,3.96571,25.2332,15.9061,14.4405,6.05083,26.4934,5.82767,8.69886,30.117,12.9918
2090,11.7791,18.9191,9.95929,14.6843,23.2141,16.1872,18.8151,30.3332,7.18906,8.90552,2.75572,18.7482,17.4736,14.3208,27.0397,14.9902,2.95412,9.13531,3.33146,44.4559
2091,14.4707,5.55826,4.51794,6.23362,11.8122,19.6696,22.3582,13.0163,7.09503,56.9393,12.6966,22.7005,10.7733,11.0155,3.22051,2.93108,2.39497,10.6761,10.0997,40.8984
2092,11.99,26.2838,4.71665,18.5419,23.9129,8.78321,34.3973,14.3151,10.0361,55.7539,8.3502,29.7571,3.76639,15.5757,14.1539,9.52576,3.2333,8.63431,9.53588,33.094
2093,8.27839,35.8632,18.3105,18.2209,22.143,20.0937,26.1082,27.9249,7.42957,22.0262,19.2331,30.8901,19.7863,12.2602,19.8435,19.1225,4.37085,13.1689,38.3447,51.7426
2094,10.0137,27.7576,19.2294,11.0781,22.3257,20.0554,28.2886,13.3093,5.5704,14.3924,18.2658,18.3697,16.3095,11.4017,29.2737,19.6069,6.70759,10.1493,43.8799,50.3607
2095,12.1786,7.26632,2.91499,16.6264,21.2534,13.8271,22.8623,15.0284,7.64942,43.8731,7.05852,23.8667,14.0356,11.7854,11.8276,11.677,8.96223,10.5428,21.0586,50.2532
2096,9.00298,32.2781,15.6845,18.2456,22.3884,9.28781,28.5666,36.7217,6.72762,57.3257,2.70964,27.2279,17.2477,4.5859,4.28498,3.31143,6.3723,10.0831,42.9965,52.4335
2097,9.70122,2.55924,18.9193,17.8743,21.2347,16.3825,26.7547,18.4126,4.15442,6.8725,5.94063,29.3889,11.9477,13.4496,3.56065,3.7863,3.55972,9.05955,31.8666,50.3184
2098,11.603,32.2729,17.3761,15.5801,37.2248,8.91934,27.3735,31.3474,3.1919,10.1409,16.8762,25.0426,11.6798,11.3963,6.94168,21.9091,6.72684,12.4956,18.0153,48.9967
2099,8.27943,4.76218,11.3831,12.334,21.2365,23.9049,32.7133,14.4702,5.00795,5.93878,3.05306,17.2502,12.1889,12.1523,18.1373,25.0566,2.13142,9.80342,14.0104,51.4785
2100,9.73764,13.9676,19.2053,15.1646,12.7396,14.7549,25.7833,35.5696,5.85373,6.04166,1.98967,7.27226,16.6683,11.1223,6.5945,5.45323,7.70056,10.3716,9.30565,47.8777
2101,8.86532,34.9987,5.98839,20.4578,24.0415,9.8222,28.4883,35.4462,6.07498,56.287,20.2908,24.2913,13.0368,11.6546,13.1455,19.6028,7.66444,8.45723,28.9965,50.3208
2102,10.9475,36.3715,3.91325,12.9997,23.9996,17.8907,25.2821,24.9573,8.17425,43.3377,9.54898,27.8037,13.7548,11.9273,7.18331,20.9188,6.97145,7.76853,8.73875,48.9938
2103,8.52804,30.7042,19.1446,20.0032,21.8333,17.0992,27.6308,17.0982,7.25992,8.38436,2.09543,25.1873,18.1904,12.0269,32.7987,11.7207,4.74105,8.41939,9.1303,39.46
2104,8.56429,2.84281,1.6479,25.2798,22.2207,32.4389,29.6626,31.3893,6.91527,38.9043,11.6744,12.0574,18.6875,14.1659,7.96006,2.87172,7.1436,7.87937,28.5573,48.9358
2105,11.0244,33.5512,5.06529,20.5539,43.6044,10.4832,27.8975,78.0606,7.27665,16.9824,2.14154,20.0325,11.5433,14.6566,28.0466,22.1751,6.00411,7.10754,3.89271,48.386
2106,13.5296,11.8255,3.70813,20.4017,21.7852,12.0016,18.9719,27.1167,5.42063,14.7971,4.45441,6.56726,17.4951,14.3288,3.88354,7.93316,4.19895,11.9989,14.4345,50.6872
2107,9.21512,10.111,7.12963,11.9371,21.1994,14.6545,20.8868,20.6076,6.64123,37.6133,17.3714,28.5113,12.4662,11.2856,9.05466,27.2518,6.39789,8.89934,24.2289,46.5243
2108,10.2865,28.0524,2.24663,13.6381,12.7504,10.7725,26.5418,12.6628,7.2749,26.2255,11.5852,20.237,20.686,10.9802,29.1021,4.66511,19.4344,11.274,8.74611,54.2239
2109,11.3188,19.6467,4.14964,30.4405,9.59677,16.5396,29.4699,39.5977,5.59695,30.1897,10.0171,10.0066,13.7593,11.1905,8.16418,6.20965,2.7233,12.4209,10.6132,44.9583
2110,11.8585,13.1539,2.69289,11.4478,21.1911,8.76002,31.4667,25.0075,7.31732,34.2957,18.5744,29.5864,13.342,11.0865,33.4546,24.0759,7.63466,10.3109,38.2251,41.2904
