NodeNo.,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
11658,16.9426,35.3712,8.57967,27.0133,31.3223,30.5434,33.9507,42.1046,15.2741,71.5395,7.78676,34.1255,3.18574,21.7293,16.6534,14.4187,6.66559,9.47989,30.2587,63.4825
11659,12.6141,16.5779,6.18196,26.4993,30.5484,22.7178,34.1102,27.4476,8.31456,60.888,5.26219,21.3307,15.3265,19.1247,13.832,18.9013,6.14953,6.69461,23.1606,53.6311
11660,17.3843,16.4065,10.2003,21.4212,29.0068,23.5356,37.1933,42.8691,12.4859,44.2943,7.5757,11.5349,15.6413,17.9969,25.1207,33.4376,6.3668,12.1943,26.0735,55.854
11661,17.2179,9.16444,12.3087,22.2307,16.0129,6.22694,38.0104,32.5152,14.3392,33.1392,7.43954,21.3506,26.8531,24.7169,15.737,17.6729,6.55426,11.9897,17.2042,64.0287
11662,16.4143,12.9425,6.03048,4.18091,30.8254,22.2486,35.2062,41.6104,11.3252,51.7207,5.18684,20.8785,15.7601,17.087,17.4218,14.5587,5.6715,13.9011,19.6854,60.2818
11663,11.9827,33.4181,10.4391,17.5869,28.0462,3.32556,34.1812,33.2207,15.311,44.4608,2.52224,24.6154,30.9107,2.54482,22.1854,27.3122,7.51918,11.8191,24.8881,48.3305
11664,17.9476,30.0695,9.95016,13.6132,28.4374,10.9722,27.4012,31.997,12.3815,45.9998,4.38743,19.4735,15.242,16.1765,12.8909,14.3978,3.794,9.17787,26.3185,55.4816
11665,10.3635,4.99734,9.104,29.3514,18.0711,24.3568,38.2599,38.6678,15.9843,48.2381,2.31402,27.3991,18.5247,22.7865,18.8201,15.8379,4.69083,14.4614,29.3269,47.6226
11666,10.725,14.9605,14.7741,13.6679,18.9092,12.8309,38.4535,40.1307,13.0978,40.9545,7.45438,24.3754,28.6814,5.11821,23.914,20.184,4.58246,12.9177,16.2637,61.9532
11667,9.13808,17.2133,9.92136,31.6876,18.1215,30.7101,38.6433,37.7886,14.6689,70.5155,6.01036,21.4031,22.4529,11.5471,27.0395,29.9037,6.22572,12.1122,28.1251,59.6836
11668,17.476,34.7085,11.7048,32.7129,17.7614,34.1814,22.2075,49.7014,10.0799,63.9166,7.32995,17.56,23.816,18.4377,17.1028,16.3368,6.17538,12.1948,29.1944,54.6227
11669,18.0842,14.7708,12.1416,19.3032,27.4097,14.7936,37.2634,27.7695,14.9968,29.0705,3.49235,34.1139,29.715,12.1117,5.95771,14.7203,2.17789,13.3861,17.181,58.5807
11670,4.71851,17.5072,8.95019,19.9038,26.8124,9.39547,38.297,20.6132,15.5381,32.4471,7.83632,21.8929,14.7315,17.3667,7.0052,26.184,3.4948,11.7224,22.1189,58.9154
11671,17.9211,26.3148,6.42257,29.9903,27.2342,14.7767,32.7934,39.9068,12.968,24.3792,5.29704,20.7968,18.0662,22.2997,5.90458,15.9607,5.54217,10.3376,14.2389,62.0184
11672,17.9587,34.5786,12.7117,9.70128,19.5646,33.6994,5.47616,44.5117,15.1209,54.5093,5.4372,22.0128,30.3212,20.8954,13.0145,16.8219,5.78926,9.18384,16.5444,59.4793
11673,11.016,16.7287,12.6791,32.1446,28.9521,23.5296,37.5274,38.0127,4.71205,26.7921,6.38689,23.0735,22.8439,24.7609,15.1697,21.4724,5.46709,14.7712,12.4744,59.7348
11674,14.9262,19.1097,10.4069,31.2956,18.5795,27.2116,33.3414,41.8655,13.6963,18.1074,8.16951,22.7191,6.70574,16.114,7.05986,24.9935,3.55969,14.7868,16.8975,63.3737
11675,16.3481,5.84947,11.3261,22.9143,17.991,32.4559,35.8762,38.6717,15.9711,60.4595,6.0254,27.6673,19.0992,23.8688,12.2928,13.3997,5.78297,11.9309,22.3524,57.2279
11676,17.9058,16.6729,14.2322,29.2666,30.4364,30.12,36.7801,30.8266,1.1828,58.5156,8.15009,34.8581,17.1127,12.7056,26.0351,24.6357,5.29016,14.7742,23.1911,56.8251
11677,10.5513,25.2462,8.91981,25.1801,23.0764,15.4442,2.99343,20.0865,15.8593,62.4818,5.06895,20.4323,16.4382,19.4697,16.3854,30.0614,4.48672,12.6294,28.4424,58.584
11678,16.1417,34.5933,13.2765,28.2883,31.2174,28.1063,31.5191,30.0532,13.3455,29.8035,6.31149,34.6226,18.0219,23.1467,19.5273,26.0012,3.83838,15.5674,17.7925,56.7978
11679,17.4132,23.7368,10.7461,28.8117,10.3335,15.3081,40.3177,43.2994,15.3209,73.9847,6.2739,34.0424,28.5655,17.8564,2.81308,10.6236,6.28858,15.0082,16.7125,48.1146
11680,13.7566,25.8876,10.8299,29.6598,17.9061,24.2897,34.2727,20.4963,7.49933,26.9143,6.76494,30.6627,16.489,25.8602,16.0732,29.6301,6.09382,12.347,27.1213,59.4231
11681,16.5568,32.1074,10.0561,8.92365,28.8814,20.5948,19.0463,38.9697,14.2625,28.8053,8.95483,21.4483,19.3825,14.6932,13.1957,11.1646,6.41227,8.59575,29.4824,38.1267
11682,18.2264,34.2431,3.22422,30.7216,27.4378,25.7418,15.3626,20.0519,5.54389,67.2829,7.43867,25.8068,17.7287,13.1476,16.4602,16.3283,3.68618,12.2359,19.4034,57.0406
11683,10.843,16.6894,14.4259,32.7018,25.9659,35.067,10.0223,14.8903,9.78588,58.9738,8.61758,23.6084,10.1216,24.4523,26.5906,18.2995,5.36798,9.43989,20.1147,59.0024
11684,10.4258,21.1168,10.5137,13.1954,29.3593,15.1588,34.9708,42.8724,16.5652,62.2726,6.69318,34.907,10.2285,2.00969,14.4153,19.9297,3.24365,8.79437,28.1646,62.9301
11685,14.2081,16.7083,10.7521,15.53,27.0113,3.98162,38.6934,37.6538,10.5797,53.5145,5.7493,22.4335,31.23,23.52,20.1009,32.5207,6.13946,9.00764,23.5092,48.0251
11686,18.3922,10.4945,6.03178,29.4138,27.4695,34.4486,21.2602,35.9064,1.96652,30.1826,5.48142,35.2005,15.0073,19.3723,12.0878,16.4639,4.20294,11.998,21.1031,55.2582
11687,17.8345,27.0369,9.26699,13.5516,27.4394,30.5729,4.25278,36.9812,16.3332,34.9061,2.23517,20.2829,25.9148,24.6263,15.2162,15.8084,5.5798,15.541,27.8303,65.3291
11688,18.3863,16.5485,13.918,15.213,27.5327,31.7797,8.12615,26.1695,16.0116,28.1764,7.09068,21.4975,14.4039,12.9957,22.6832,30.4387,4.98853,12.1813,16.3254,52.6029
11689,16.7056,34.317,6.78592,30.1009,28.0324,29.1779,37.6052,23.7137,15.3318,31.3127,8.06665,20.9735,15.6913,11.007,24.742,30.0069,4.81299,12.5803,26.6483,51.0979
11690,15.058,34.6258,11.2595,23.5294,27.6853,16.8782,37.4742,31.4136,9.43988,27.2169,4.99201,33.8379,10.8842,25.5347,17.155,9.22786,5.0485,12.3829,20.5225,60.6606
11691,18.2636,4.40213,10.0881,26.2617,28.756,3.41007,41.2626,44.9552,2.45434,68.8498,8.42713,23.9726,24.2822,11.9198,25.3414,14.4037,6.38802,12.5496,25.9167,51.5646
11692,18.1735,18.5595,8.65504,14.0013,19.8982,35.5126,38.5178,41.2367,12.0948,64.4264,5.07268,21.2025,26.0113,18.8567,10.9813,11.7345,3.99413,14.1439,29.0643,42.049
11693,10.4356,28.1601,8.39621,25.6342,28.328,19.0036,21.3243,23.0105,15.1296,67.4946,6.76295,28.2767,27.5341,11.854,16.6066,17.0338,4.03195,12.129,16.4925,63.1167
11694,5.181,16.9185,11.2405,28.5604,28.0964,35.3609,28.0938,42.7511,12.6028,40.3936,5.2799,34.637,27.538,10.8506,8.05808,16.0954,3.45207,12.2136,19.8355,40.8285
11695,3.20423,27.7847,4.13054,23.7155,30.9852,21.0733,37.9756,40.5617,13.6766,68.0605,6.08121,21.5672,21.0928,19.6127,21.4012,14.0598,6.2873,14.7427,10.1832,69.003
11696,15.7893,16.6101,10.0151,25.3538,21.9781,15.4962,36.0322,20.1829,1.28126,71.3246,7.78609,23.2647,19.1362,23.084,12.6957,31.5096,6.9483,14.7899,17.6423,50.2613
11697,12.894,35.6515,9.80955,15.8326,27.374,35.321,26.5678,4.84879,16.122,19.0154,7.37456,22.4118,22.4184,25.1109,27.2062,15.3359,6.45824,11.8206,22.5679,60.0514
11698,17.6271,31.7023,12.9604,14.3176,27.2498,34.5948,40.9896,35.0728,15.2947,69.987,4.46417,29.6212,27.6435,25.7867,20.3076,23.1826,4.75559,15.6803,15.5139,58.4416
11699,17.0124,25.6366,11.5562,31.7671,27.2797,9.4289,19.2169,9.72666,9.49641,36.8992,7.31361,23.0487,18.8176,8.78266,15.0532,28.1984,3.74794,12.4942,14.8906,59.898
11700,10.1304,12.9343,7.01817,15.062,27.6903,29.7332,28.7286,35.9711,10.6312,60.3063,6.67023,20.829,20.5122,11.2218,20.3813,20.3568,3.55057,12.3207,26.8912,57.0756
11701,15.2489,16.0871,10.2977,28.6038,27.0848,14.8486,33.0382,33.9774,16.5478,73.6084,5.70487,24.2621,23.9974,11.8225,11.2089,17.6483,6.52507,10.3134,28.6577,51.4057
11702,10.4033,28.9666,9.05777,23.4597,27.2111,33.0752,18.4976,36.5633,9.21044,55.5834,7.8353,21.3458,7.07894,16.836,27.2139,15.5968,2.00812,15.433,27.9911,65.8385
11703,18.2541,30.5074,7.2665,28.5871,4.21734,15.2623,36.9934,14.9248,15.7749,37.208,5.47384,21.2823,17.9093,19.9954,17.0493,16.1203,6.34482,6.65458,23.3532,55.4146
11704,16.5533,28.9856,12.114,27.5707,28.1781,27.2842,33.5678,45.6495,16.7045,30.2895,5.74985,15.4112,19.2603,23.2202,16.253,21.068,2.49292,14.0394,26.6757,53.4375
11705,16.0791,16.7237,9.88415,25.0784,32.021,10.1098,41.1379,20.6167,15.723,11.2746,6.92544,23.7697,29.7169,16.656,12.2737,25.1162,5.48285,12.3148,28.945,21.4334
11706,18.3024,10.0648,13.0544,14.4568,18.9199,7.78874,9.04425,24.599,8.50939,9.9207,8.41935,22.0772,16.8385,9.83488,11.9289,31.4789,5.26714,15.2616,16.6926,47.9923
11707,18.2557,16.7545,13.1884,15.5476,23.4384,22.1528,26.0923,50.6062,16.081,57.8489,5.60335,33.6476,21.9416,21.0188,27.1283,14.6445,6.82515,12.2151,27.7137,58.3757
11708,5.57601,16.7257,9.74532,16.6582,20.2622,16.0676,36.9127,39.5913,6.8256,23.7763,5.56665,23.6567,26.4053,19.2251,27.2108,14.5223,6.43269,11.9226,20.8358,34.5081
11709,10.4876,16.6,8.83058,28.6118,28.7022,20.2612,31.0431,39.4447,15.0759,32.244,3.32202,24.5556,28.7118,20.1295,26.8841,22.4401,4.75242,16.6853,20.9582,50.3136
11710,15.0655,23.8849,13.0983,16.237,31.2294,31.0177,31.761,14.468,16.0446,29.5553,2.52174,21.17,21.8116,22.4364,12.9618,14.8953,5.29426,11.1186,17.2624,64.6984
11711,11.9971,17.3811,7.17801,30.1732,31.7273,30.094,12.8407,44.3646,8.68203,67.6066,2.12765,29.9209,14.9993,21.6015,25.2121,5.78354,3.77223,9.48502,16.2324,56.4236
11712,13.0613,34.5547,10.6478,33.2278,31.5894,26.9078,18.3862,36.1073,15.744,48.5405,3.91505,35.5273,15.179,22.8022,13.8679,25.0726,2.71107,12.1602,14.3353,65.7934
11713,13.9059,24.1518,9.74361,29.4736,30.3375,26.0065,39.4945,29.0475,8.39216,18.9857,7.01666,25.3112,17.6759,13.913,15.6251,19.8105,6.41271,10.7904,17.6288,56.4254
11714,8.38948,34.8392,9.79392,23.2908,28.9755,34.9275,38.4596,19.7104,3.89469,49.6995,5.02297,10.9379,30.8473,12.7057,14.9169,22.5512,4.69867,12.6349,24.4981,56.2542
11715,18.4866,20.7835,11.4012,31.1653,28.6555,14.8268,34.9317,18.5121,10.2159,52.0316,2.86908,20.4588,16.7207,10.9449,18.0929,14.8038,5.36404,12.1984,26.8173,60.3925
11716,17.0806,34.9274,4.96451,16.6108,31.0189,25.0787,33.6015,26.7474,9.1141,43.2409,7.2713,21.8075,14.5987,19.5496,9.05729,4.66674,6.07157,12.2748,24.9031,56.3612
11717,11.5735,22.0671,9.44162,32.0043,12.1618,6.3133,39.2395,32.4351,8.05987,28.0636,6.33089,28.2571,19.6518,24.8948,13.7236,14.526,6.40818,9.17863,19.902,58.0417
11718,16.3417,30.4364,7.69695,20.7313,27.895,18.6006,37.0388,41.1287,15.9626,57.7202,6.59831,28.1526,24.7023,3.96848,13.8513,27.6514,2.7725,11.848,18.8811,58.898
11719,2.53839,26.8352,8.85202,15.7452,11.161,31.1486,30.158,19.0139,15.6882,32.0419,5.67784,26.3259,7.55697,19.7558,16.7535,23.9071,4.30524,10.6551,18.0655,59.606
11720,9.91188,3.3957,10.7997,26.626,30.358,24.9622,34.7805,11.2039,14.3675,35.5252,4.23152,22.0577,17.0517,15.0886,21.6906,32.4319,4.03567,9.68861,13.4267,45.6406
11721,16.6443,24.5707,8.57399,25.8733,31.2815,31.7552,38.03,41.4462,9.9132,72.601,8.02449,21.8233,18.9035,24.5327,11.5101,9.59251,5.40468,12.5486,18.2392,58.9093
11722,10.51,16.9284,9.78432,4.83125,28.8864,30.1167,34.9297,37.2168,9.36485,29.7304,4.98369,22.7078,24.4699,3.4916,18.0277,23.2941,4.73534,9.68847,18.4903,51.276
11723,6.72853,32.7301,3.45878,20.6582,28.7963,35.8882,38.5139,38.9149,8.82629,72.445,7.88861,11.0641,15.5757,14.7592,8.8019,26.7643,6.07303,11.8475,15.2958,52.0387
11724,3.02778,17.1508,8.45271,23.2401,28.155,24.9228,20.1378,44.3534,10.9449,30.5414,5.53635,22.2674,31.1092,16.1969,16.4823,21.3196,7.01845,11.355,19.8118,66.6927
11725,10.5878,12.9662,8.60404,13.6298,27.5665,16.1637,32.8,32.8788,6.79918,50.2889,6.37427,22.1001,15.8052,17.7223,22.5855,15.3526,6.38125,15.2787,13.8625,51.0557
11726,10.6218,15.6726,9.51278,15.4373,27.5489,17.3968,36.5601,20.7526,5.81086,46.2154,3.74886,26.7997,13.0481,15.7908,16.7119,28.6806,3.5008,12.0199,20.1907,59.2548
11727,10.5135,17.5341,9.8203,15.9701,29.0729,19.0942,36.1238,45.5519,8.33603,58.7322,7.83571,21.9897,29.5377,23.7459,4.82301,23.6157,3.0884,14.8755,25.7194,58.889
11728,18.5021,18.045,9.78478,29.7981,27.7314,23.4419,36.1214,42.4571,9.62814,47.024,7.00094,22.9786,5.88172,6.30513,20.7944,18.1389,6.32127,12.4532,22.0548,56.6709
11729,13.6098,16.6548,11.3138,17.6479,31.9461,30.8336,36.7053,39.1982,8.4243,50.8738,5.76468,23.3764,20.1572,4.30477,17.1136,28.6998,6.51028,10.9461,19.263,58.3391
11730,17.4899,33.4935,10.8173,7.47669,27.5081,28.9653,39.0113,30.842,16.141,30.7086,8.53179,22.6934,27.5646,23.3112,2.93362,29.6459,6.1063,14.9865,14.2568,34.4047
11731,11.521,16.7407,13.9598,5.27793,20.1531,18.0546,39.2951,39.7911,1.65173,53.9094,4.66062,21.7772,16.438,11.0524,23.5375,9.71646,1.83924,15.9268,21.3655,59.4705
11732,13.9797,31.9657,8.34043,29.6567,13.6548,21.9464,12.0062,34.6813,9.97489,67.7527,6.8188,24.0986,21.3709,25.9583,5.40465,22.7587,5.27719,12.5046,27.1031,56.599
11733,18.0616,34.3868,8.84849,33.1297,28.2076,32.8662,37.9233,28.783,13.4133,10.7329,7.37057,35.4698,26.4534,24.1668,14.2276,30.3976,5.1508,9.29533,23.5388,51.6728
11734,17.8156,7.40052,6.49709,27.8054,31.5802,15.3378,38.3741,21.5861,5.16944,66.7557,6.97067,34.4744,15.6564,12.1104,17.5247,26.3822,6.10874,12.2279,27.9246,57.7539
11735,16.5118,34.6326,10.3589,13.4728,28.5544,30.2178,37.0407,31.9033,16.0671,39.1703,4.96872,28.0693,22.0438,1.84629,11.9354,29.4644,3.55473,10.0717,18.532,58.2363
11736,10.5319,19.1978,10.108,19.2214,27.0462,23.3702,18.5766,30.8988,12.8372,71.2452,5.01965,21.4362,29.7995,25.0985,15.5727,14.8501,6.12061,9.26974,16.8153,49.1768
11737,8.22944,31.0179,7.11539,17.6412,30.1685,35.1137,19.7476,36.1631,16.4319,65.3739,1.9888,22.6681,15.7668,24.9618,16.1432,15.449,6.11024,12.1018,26.745,57.1781
11738,17.6689,16.6069,9.08164,26.1452,28.1797,14.173,39.1285,45.4357,15.0837,30.7767,7.95596,23.4056,25.8308,15.8024,9.72966,16.1819,6.92127,8.16059,22.0121,34.4714
11739,18.5121,16.7645,13.4181,22.1059,21.705,32.6924,35.6027,37.6771,16.424,70.9011,5.92772,25.8813,3.32472,3.68159,23.2295,16.1001,4.82026,9.37232,27.2706,62.5238
11740,3.20353,33.0155,10.4232,26.0924,24.5984,15.8178,37.5656,19.1491,16.2081,8.5378,4.26596,24.625,20.2837,10.0654,25.6761,25.287,5.64676,12.6457,16.6326,64.553
11741,17.8831,34.5191,11.9074,29.4424,27.9685,34.4741,18.8992,21.8315,14.9428,69.4813,2.50211,20.8286,18.1637,11.3864,15.7344,29.8453,4.97473,12.607,27.7837,57.613
11742,18.1281,25.1298,11.8451,30.0116,29.9687,16.0738,29.3344,21.0915,16.2484,41.3741,7.27726,35.3839,23.9754,25.3268,16.0498,21.643,5.11505,12.605,16.9555,62.6139
11743,18.5767,25.9979,12.3646,23.6257,18.5731,34.8975,38.5422,20.549,11.6957,61.6824,7.12666,22.8299,23.4461,22.201,12.6713,12.1823,4.43012,12.63,16.6386,59.6557
11744,16.1048,24.0166,8.43272,33.2853,14.3356,21.4369,23.0811,37.7162,2.60879,62.2614,7.69474,21.3319,28.7705,11.6902,6.23662,19.5378,5.06607,14.5209,17.8718,37.0697
11745,17.9157,28.0079,12.0769,23.8148,27.3888,27.8066,38.9452,39.9597,13.8921,63.0998,3.97091,23.6606,15.0886,25.2093,13.4804,10.5695,6.17749,9.52046,12.3284,59.5596
11746,18.6394,20.1487,11.3335,22.8597,26.4427,13.4365,24.3797,39.539,15.177,43.3226,6.66488,25.7041,19.2145,26.2484,24.8849,16.4364,3.74195,11.9373,21.1656,58.9752
11747,15.601,7.41334,10.8928,11.5857,27.6063,35.9974,36.0507,43.3245,15.9632,67.6837,7.965,21.6338,18.2324,17.7252,15.0517,16.9794,3.95001,12.7761,25.2442,52.2741
11748,17.0439,4.15431,8.31792,27.5792,31.137,27.9349,5.68995,20.7613,11.7609,24.5123,6.01929,20.8356,26.9338,20.681,20.7058,9.26495,3.50006,13.8757,16.0144,59.0936
11749,16.9874,16.7577,7.37433,29.3235,19.4625,31.5992,18.9435,36.3527,14.3313,39.5921,5.81496,24.1157,17.8696,13.3116,16.3162,7.07751,3.15258,12.4395,26.6661,49.5527
11750,18.7668,29.5295,9.98694,27.2215,4.27431,15.1599,40.2092,7.68914,16.6045,62.3952,5.29107,22.9099,19.7248,18.7357,25.3418,18.7001,1.89616,14.8556,26.9607,62.4656
11751,18.0832,16.5919,2.83429,14.9748,29.2081,35.267,36.361,49.7265,8.58246,28.6246,5.58527,23.41,28.6299,23.349,18.3625,31.9878,3.71565,9.94196,19.7441,39.615
11752,17.0174,34.1713,9.78532,14.375,27.9306,30.5658,18.7394,44.1492,10.8183,67.6732,4.96441,9.75161,27.7309,13.6536,21.6371,16.143,5.95643,10.6276,27.3919,66.7503
11753,17.0376,13.968,9.80886,4.67138,29.1198,21.8114,35.9604,25.8802,15.2596,50.7537,6.8064,21.9859,18.2382,12.5516,26.233,21.2216,4.26088,13.4124,25.3396,50.8044
11754,14.6813,16.6188,12.1336,31.905,28.0684,24.042,39.579,41.7535,15.9381,15.0396,5.92579,20.8795,14.9746,18.8715,15.2201,25.2093,4.89128,9.93127,19.4981,64.2268
11755,10.8808,29.4228,7.45804,24.9687,27.8484,28.558,32.4202,21.7132,2.732,61.0434,6.02102,33.7062,27.6811,11.3917,6.05782,14.8023,6.18496,12.1206,17.7333,45.456
11756,17.8915,16.6643,6.26861,31.2236,31.3653,15.6485,37.6142,42.1315,15.5295,68.0131,2.72998,33.5624,15.9916,25.214,5.39068,16.1724,6.27773,13.9291,22.3331,38.1265
11757,10.5712,16.5267,6.78193,26.2329,31.9731,36.5417,23.3609,21.0434,9.32227,71.7402,5.76244,34.1979,16.2386,19.5889,14.7392,14.845,5.9882,15.6155,16.7195,41.6763
11758,15.009,20.1232,14.171,14.6086,22.7009,33.63,27.2542,42.2587,16.9671,69.1916,5.53942,28.611,16.0909,23.6818,23.9476,12.1144,4.21278,12.442,16.7788,45.7291
11759,17.4313,26.8792,10.181,17.5433,28.8899,26.628,18.6365,46.1336,16.7781,37.7807,4.9888,31.8174,27.8989,22.6764,25.9009,15.2428,6.2248,12.6139,25.7809,41.3126
11760,17.1098,16.7719,10.3761,28.2785,6.18977,9.50401,35.7152,39.5579,2.12874,31.0926,6.71236,33.9923,30.3895,7.48244,11.8886,20.0685,4.97918,12.3879,25.7889,57.7039
11761,15.5164,16.7902,10.1406,28.3917,32.1171,18.9535,35.0697,33.3523,10.1372,60.1867,6.6344,23.8294,9.64962,21.6165,12.2494,14.8558,2.65287,9.6432,15.2213,61.8691
11762,10.7128,25.7921,13.7266,31.656,29.5407,15.3126,32.6795,45.5317,9.34749,70.3951,7.93262,24.0495,18.9762,20.5728,18.8051,13.6663,4.74126,9.64462,21.6959,63.2719
11763,10.5805,19.6351,12.2259,14.8226,27.8832,15.1474,39.4168,20.8995,16.2645,28.7561,5.42499,25.5115,22.9162,24.4052,20.1806,18.9264,3.49657,12.339,24.011,65.1786
11764,18.5373,34.6747,14.417,8.21271,28.0117,31.9939,38.2854,23.3904,9.35359,20.8429,7.42945,28.8057,16.4357,11.9355,19.1538,14.9443,5.06339,15.0838,22.9134,59.4033
11765,10.866,21.6941,7.69492,29.6889,19.5518,22.8751,40.6673,40.2825,13.1937,59.5683,6.20063,25.9413,6.10612,19.7746,25.9604,24.1113,4.18603,14.8973,10.0812,58.2456
11766,6.65785,23.6154,10.0505,28.872,28.5466,11.7861,35.6549,36.8815,14.8891,25.8104,6.62473,22.8234,13.9122,25.8664,7.9897,10.6698,6.17825,12.619,20.2972,59.6835
11767,9.52115,17.1121,12.455,19.6784,18.6917,30.5125,36.7827,16.7336,15.6853,29.6006,6.13035,29.1379,9.16621,17.49,15.9333,30.6351,3.96664,6.56538,19.6765,36.0712
11768,10.6383,16.6727,11.9308,24.3176,29.3879,35.9661,39.65,39.4776,9.47851,45.4916,4.20712,29.1768,21.0782,19.4309,20.9624,4.41273,4.51307,12.5579,22.8435,51.9256
11769,18.6141,23.8893,11.1852,17.9957,25.3226,36.7173,37.6245,26.9042,3.70046,64.6019,5.06776,23.4397,28.3367,18.2783,25.9456,17.8858,4.97605,10.1153,26.3244,58.6012
11770,10.7997,34.1361,4.88226,30.9276,30.8751,4.51847,19.821,35.6296,16.8642,54.7198,7.3251,17.7017,26.7144,17.169,13.9266,17.2385,6.38737,12.0978,23.6686,59.6028
11771,16.2937,27.4165,11.2687,23.428,19.5914,22.4925,21.2729,11.9996,16.947,35.3493,5.56698,49.2278,19.602,11.0062,2.81427,24.101,3.47407,12.3144,18.3582,53.4846
11772,10.6633,16.7716,13.2117,13.4627,29.9105,29.5211,31.1173,38.6343,12.4779,42.1601,8.02115,30.8947,15.1147,12.474,26.3001,26.9231,3.75711,12.9685,18.769,55.3882
11773,14.1272,4.97878,10.9089,15.5384,27.7768,18.3594,16.9216,41.7228,11.1281,30.9496,5.09965,24.2585,17.5985,16.4407,14.4852,22.6589,4.11208,10.1926,19.9701,51.9274
11774,12.039,14.5158,13.7415,30.4927,26.4127,24.5276,34.5255,46.7858,16.8476,45.4704,5.43167,26.853,25.4477,25.9284,10.7004,29.5009,2.34998,12.2809,19.6488,59.1812
11775,16.4888,24.8719,10.6769,29.6898,20.8461,17.6979,18.8394,20.8083,12.1922,42.8942,3.27039,28.6167,5.88479,12.9404,17.0119,31.2139,5.00199,12.6202,22.1001,65.7094
11776,17.9897,33.9934,8.1112,28.7412,4.12051,15.7604,27.9563,20.6834,8.72123,55.2853,6.85472,31.6477,30.0091,25.0502,11.7218,31.7606,6.1338,12.5019,17.4742,63.6749
11777,18.4013,16.7686,3.26437,23.6908,26.8636,26.714,35.6762,33.9045,16.9322,56.9898,6.07308,21.0814,16.564,21.288,10.5124,16.044,3.30024,15.8504,16.4777,59.7496
11778,18.7219,18.3865,9.53291,30.4732,28.7199,25.698,39.0902,32.4394,12.8701,13.1905,3.02786,21.513,22.2025,24.1057,15.9777,29.4546,2.3555,14.9734,18.3551,59.7668
11779,14.2011,12.5021,6.9937,1.99517,32.069,25.876,38.452,41.0475,8.73357,61.3742,7.08359,35.906,21.8216,11.33,15.9456,14.907,5.92003,15.0019,14.5361,54.0722
11780,17.3765,17.982,11.2646,23.7193,19.087,30.6358,16.0086,4.31615,9.04468,33.902,2.31819,22.2559,10.7365,25.7992,11.6366,15.4506,5.94759,12.4544,24.7163,64.686
11781,13.5266,31.5793,2.84334,32.6489,22.3103,34.5781,39.461,47,12.8365,68.9399,6.85763,26.335,16.7596,23.6607,12.7737,28.3317,2.55263,15.9566,14.4446,49.5716
11782,7.56068,34.3053,9.83526,25.6034,27.2955,31.3474,42.7272,48.5782,16.8141,57.1666,5.31788,22.0301,20.0401,23.2558,16.5211,15.0953,3.24332,13.0047,25.7479,53.6037
11783,18.3681,31.1029,12.6064,14.3284,28.1056,12.8038,37.9777,38.4778,13.5448,34.3818,6.59135,24.251,29.4144,16.6227,16.0181,13.9251,6.0251,14.8912,20.0352,51.4086
11784,5.18262,11.8592,11.1496,28.7314,28.8348,30.5439,29.9027,20.7801,13.6073,36.4206,5.27558,21.6714,21.2528,22.75,13.1586,22.7757,4.66501,12.8811,26.1494,54.5401
11785,15.2796,27.1543,10.6937,26.8218,26.9483,27.5336,22.7624,51.0462,15.9996,48.3592,3.6488,21.7804,17.7291,13.3137,24.4741,22.007,3.54342,10.662,17.7478,60.1992
11786,16.7646,16.4696,11.5662,27.2861,31.2518,29.2875,33.0485,30.282,9.8943,70.9427,4.93884,21.6113,19.5632,7.85904,21.1057,23.3606,2.63316,11.4403,17.2292,48.0402
11787,12.388,10.6194,8.34233,24.3441,23.9893,30.6879,39.8896,19.4444,4.90484,33.9325,6.17955,22.3174,11.995,19.946,12.1279,21.0777,5.77112,12.9439,26.2248,52.0614
11788,10.6722,16.8525,9.96876,22.0216,29.9264,30.743,13.9032,10.9919,10.2653,51.9881,5.95961,24.6005,8.92147,19.7664,15.6686,15.6346,6.77268,10.1153,25.4986,65.9803
11789,9.16765,4.44299,9.55787,25.9026,28.4004,2.9543,4.65237,21.7732,9.04903,67.1912,4.56301,26.7364,20.4959,12.2066,13.7637,16.2331,4.36953,12.409,20.8302,52.9703
11790,18.9942,33.8437,8.16652,29.2475,28.7832,19.9281,34.3348,40.8029,8.45188,52.6363,1.90918,22.221,15.6428,25.325,23.3223,7.6111,4.0674,12.1409,18.2084,58.9066
11791,16.5822,29.6351,8.60382,19.4447,7.63204,34.41,19.9092,37.182,15.5693,70.8933,3.09522,30.4817,15.3354,17.7948,15.0744,27.7524,6.27342,12.8703,13.9156,65.6958
11792,18.9984,28.3451,11.9551,32.3437,22.299,5.19912,39.7847,25.61,16.6589,50.1438,8.15636,21.8238,30.2425,19.0858,13.7681,23.1138,6.0051,12.7651,13.4533,51.7819
11793,7.19142,16.5983,8.62584,17.475,20.2592,15.6006,38.7425,27.0727,5.67999,28.4307,4.82994,22.0888,20.0291,22.2593,7.25355,25.2424,3.2941,14.9523,18.7366,30.3177
