NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
106,9.23323,18.6177,13.844,4.55226,14.1637,6.54372,28.4906,67.9452,5.57005,34.4451,17.3489,14.2072,5.12497,12.2878,23.5352,20.3202,9.76967,1.7917,28.4617,56.5392
107,6.08877,20.1595,17.1755,9.01082,21.9175,10.4423,22.9021,68.6352,2.91145,38.2242,17.9755,8.49611,5.73408,5.08854,19.426,22.0134,9.44461,5.66578,25.0831,34.5757
108,3.75736,22.4243,12.9274,12.403,6.96385,16.739,24.7424,62.4784,2.24391,27.9241,16.3323,11.1421,6.25696,10.431,17.8421,22.1533,7.97343,3.44747,32.5245,77.3525
109,4.86355,16.0875,12.7704,7.15834,3.99928,10.3011,21.204,70.922,4.88597,39.5905,22.2962,8.41615,4.88741,1.41365,19.791,17.354,8.64296,3.26268,22.1831,53.588
110,8.65828,19.6104,13.9309,9.28502,12.1548,15.2721,26.3055,68.6008,4.23733,29.4969,22.1882,15.622,5.6885,7.19722,20.5008,19.341,7.37453,2.68799,23.6958,62.2673
111,8.35483,20.7357,18.1147,9.5238,23.7359,4.01522,43.5168,66.0012,3.39784,40.212,21.8501,6.16926,4.603,10.7004,18.8573,17.7493,11.3699,5.18193,21.6722,39.3978
112,4.51815,18.6448,17.2543,11.508,23.3344,8.70531,9.9461,68.4913,2.3852,22.9453,15.5996,9.41636,4.23317,12.3646,17.0746,21.7407,7.60919,2.49142,28.7686,65.4885
113,4.82294,16.9538,13.7414,6.87981,3.82346,3.73121,28.5176,62.8433,3.77808,38.3404,22.666,10.9139,5.74444,6.17192,20.2161,21.5977,10.2357,4.0042,20.748,35.4413
114,6.04861,15.4954,14.6986,9.8525,4.59697,6.06696,12.9186,62.7808,4.46491,35.9432,16.236,9.33671,9.96565,11.9584,16.5598,17.3817,5.24491,4.41843,29.7991,44.8431
115,1.87239,19.8751,16.5403,8.74063,8.0541,17.2237,13.6192,65.5794,5.767,36.8784,19.5278,13.4274,8.48614,10.7056,25.05,20.8317,10.5117,1.24686,23.6458,70.7124
116,5.24139,15.7917,15.3397,12.9413,21.7224,8.97113,7.88245,66.7497,3.60159,28.1072,20.0707,6.66627,3.86511,4.5391,24.0344,21.1717,6.06576,2.40272,34.0153,70.3614
