NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
64,5.0543,18.9182,26.1035,12.5333,13.4639,7.45788,20.6371,3.86186,1.63957,18.2193,26.2345,11.5503,2.68638,6.75183,65.0738,9.0566,6.62597,4.28561,24.2668,28.5097
65,8.22775,8.43371,31.6031,6.33933,16.4516,9.5103,7.13181,4.75614,2.58732,14.9061,24.751,7.29856,0.940526,8.20779,63.3035,9.00585,8.08169,1.50083,14.194,57.3536
66,11.3522,7.79472,18.5123,4.20546,15.2144,15.9651,18.256,11.8686,5.37371,46.8148,24.2718,5.17454,4.5072,12.5949,35.0309,7.88346,7.88439,4.4755,15.1805,46.2688
67,5.79826,7.69074,15.1772,16.2403,9.70028,6.30148,16.3161,3.55734,1.82183,8.25134,27.7703,5.88912,1.85382,14.2356,68.1752,6.71196,5.49196,3.88444,17.7537,46.9388
68,9.51088,23.0964,25.5287,7.44257,11.6331,17.5281,20.0966,6.79078,1.88173,41.7621,28.9491,10.2775,5.82903,14.0183,8.46182,12.7655,6.38825,3.96622,61.4958,45.2947
69,4.93575,8.48856,32.4352,17.0425,15.9244,18.5805,10.7298,13.6072,3.24064,36.0533,12.071,4.88641,4.96542,8.62212,59.2572,18.2563,4.08188,4.06831,46.4546,46.3999
70,10.5577,26.9318,33.0555,9.93133,17.1526,17.7548,19.1919,12.398,4.10007,46.1567,8.70224,8.42788,2.18913,10.4615,16.7046,28.3425,10.3843,4.48719,18.7444,39.036
71,5.28457,14.4102,11.8025,17.1463,7.93852,16.0244,12.801,10.558,4.93745,34.5563,30.0786,11.5877,5.12807,11.9047,24.8763,41.7081,4.73977,1.47807,46.4078,49.3812
72,4.32083,11.6186,31.0626,7.31056,12.4302,14.2851,17.5102,12.7355,5.77242,33.0464,30.1109,9.02292,5.1748,12.9995,68.9066,28.4708,6.28304,1.76557,30.836,22.6974
73,4.48232,7.80995,9.28297,13.5233,18.5166,7.0401,18.7807,13.1096,3.77255,30.1392,10.0182,6.28472,0.885818,14.8188,21.6369,35.1174,9.1997,1.5865,35.7858,54.9734
74,9.67171,21.028,31.9503,5.02724,12.8509,6.67432,6.32101,5.11979,1.71472,13.6224,29.6122,7.95825,1.33468,13.0733,18.6304,21.1032,9.03334,4.01309,22.773,17.6762
75,7.77735,15.7431,7.57547,16.5107,11.2283,18.2752,14.6372,5.29578,2.54493,51.9826,14.6107,4.97262,2.98618,7.87868,46.2294,8.46451,10.291,2.57751,66.3657,45.9627
76,11.1565,25.7836,23.2439,11.5131,18.3388,11.4569,8.40016,13.3776,4.49554,47.8462,17.6348,11.9022,4.82646,8.0705,57.148,39.5284,4.69925,4.74429,43.0069,55.5219
77,4.21041,21.3925,34.0554,4.81862,9.88535,17.3624,6.2039,15.542,5.02453,34.4761,7.08795,4.91136,3.67058,14.354,11.4428,35.4582,9.99467,3.2833,57.7518,20.2993
78,10.6547,9.20284,27.6528,17.0233,7.64198,18.5182,22.205,3.39675,1.99602,34.3574,7.96547,5.13234,5.8926,8.6382,17.3956,43.0496,10.3753,4.01172,27.1644,49.3981
79,3.9786,13.2846,6.99341,15.9782,8.15668,7.66122,21.5216,4.64384,5.86145,18.6376,10.8902,10.549,5.91409,11.9189,29.9598,39.1489,9.7815,4.09437,32.7227,48.6697
80,4.69082,11.0987,7.25027,4.15939,17.9858,5.40722,21.3192,11.3965,2.59108,21.6286,25.2971,12.411,5.29822,5.96291,7.95931,43.3843,4.19134,4.06499,71.7915,40.5545
81,9.71243,8.1958,12.3086,7.98567,15.3384,12.0531,21.5917,8.63478,3.35131,26.8543,21.1316,5.1785,1.86402,9.65979,18.878,23.4271,6.88471,2.20198,24.8823,23.3214
82,4.6125,16.5737,33.7057,4.11812,11.3623,6.93071,20.3744,2.76632,2.3258,31.7083,17.6911,10.4822,4.49737,7.34497,71.0564,14.173,9.98573,3.7498,69.5064,58.1526
83,8.10363,6.91529,8.65734,8.35408,14.1565,16.0992,7.67983,13.294,2.78722,33.4754,9.22035,11.8028,1.86362,5.79835,36.7752,35.2122,10.2764,3.00678,33.7088,51.2585
84,11.9657,18.4761,24.0808,16.2449,20.0567,16.6244,7.16306,8.80128,5.8009,9.23496,12.6754,5.1528,1.0191,7.04188,23.1915,43.4655,8.87491,1.28497,59.5232,32.1838
85,4.66186,6.94687,18.2637,9.88453,11.1521,6.54923,9.79483,2.25874,5.73413,33.0539,24.107,6.28078,5.32711,13.5882,60.1361,10.7421,3.95219,2.22586,33.3261,55.4489
86,6.53892,26.4891,8.18023,15.3583,13.8762,4.34689,11.0036,15.2592,1.39883,29.7025,30.7296,9.31354,3.36534,6.69557,31.9514,42.1811,7.6378,4.19669,76.0184,52.2818
87,4.45013,27.0897,34.0939,9.42328,8.37182,8.66796,22.2442,6.07869,4.05989,27.1693,6.78114,9.2461,6.19342,6.16839,53.965,39.8921,4.48048,4.31138,34.077,42.7113
88,5.62659,23.9139,18.9039,5.22799,19.7112,9.35727,18.843,11.1886,2.97019,14.5136,29.9369,4.39192,4.35493,6.97995,52.3676,17.0706,5.25132,1.67621,32.7121,15.3414
89,10.8335,12.191,30.6511,15.7149,17.8237,6.1191,17.8766,3.76658,4.92239,10.8984,7.98469,7.64107,4.47613,13.3945,71.6846,36.8566,3.78407,3.60774,15.8744,48.6966
90,9.42101,11.086,31.0276,3.56407,10.1645,5.56798,15.1685,15.6149,2.02768,30.1657,27.5032,12.1884,3.32383,7.43719,58.6395,21.0796,7.00688,1.27532,75.2225,37.1214
91,5.10618,27.5316,12.4639,17.3064,16.0234,6.42161,12.8929,4.63713,6.42434,56.5786,23.3118,18.3382,1.00431,9.30084,74.2145,17.0038,7.74078,4.83105,27.0993,55.299
92,4.35754,13.4307,22.3477,17.614,19.5274,6.13938,32.1185,15.0982,5.55111,17.9711,25.9657,5.20998,5.00657,14.4835,69.7333,28.8646,10.8012,1.895,73.808,60.4952
93,4.7506,15.0655,7.67755,14.09,7.36043,16.7111,20.7657,3.13879,1.47118,51.9367,27.4482,11.6999,5.34839,14.7338,15.6459,12.3397,10.7534,4.24743,50.0129,49.445
