NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha
5963,10.2308,9.37554,10.9123,3.71024,2.58039,6.80969,14.24,24.1757,6.37498,25.4128,3.92813,7.52977,18.1927,48.8541,6.70031,17.0516
5964,130.082,33.1547,9.81157,19.8713,7.73381,16.5274,17.4023,3.14944,5.06202,21.9328,9.83537,7.82378,2.99104,43.9294,35.0393,17.1141
5965,7.59613,13.9897,12.0988,6.25275,6.33569,14.1388,22.7767,167.573,2.52418,104.062,4.048,2.75784,0.821028,59.7276,25.807,8.46978
5966,62.8983,21.6206,9.00427,5.57008,19.2559,1.0489,8.90806,6.69296,7.56997,8.76808,6.18878,11.8275,24.5018,2.91652,12.3361,20.564
5967,6.09237,9.1894,13.32,13.8256,8.84567,7.55987,14.2664,16.7176,6.73386,26.4192,3.68912,8.03079,2.78752,33.4608,40.2911,4.2082
5968,4.29056,9.70556,11.4479,11.5088,52.0969,5.65903,9.35372,28.731,2.89113,25.5668,6.42399,7.52843,5.2542,4.12309,44.497,14.0141
5969,5.57719,48.4621,14.1789,19.0002,16.9679,8.82114,3.41016,28.6528,5.75861,11.3759,5.76258,25.9693,3.72492,4.10153,16.0245,17.3122
5970,3.11701,23.2723,12.682,5.6206,12.6411,8.12011,10.3206,43.4616,7.06532,8.61773,5.91923,5.75548,4.69962,6.61754,38.7559,4.60113
5971,3.97584,7.36727,13.0314,3.87939,2.41615,14.3688,14.5806,17.9238,6.67566,90.7461,3.34633,5.47551,4.80579,12.5338,12.7656,19.2127
5972,31.9164,8.56086,8.96767,1.55137,41.5545,32.3235,48.4495,11.0688,2.39387,30.2642,6.13083,8.19055,42.1432,4.32599,13.0302,31.5249
5973,3.02596,12.6649,4.71506,4.16785,7.94614,7.52359,3.14481,13.1433,1.68935,17.3462,4.91468,3.95383,5.79096,3.94636,38.3582,23.0111
5974,30.2267,7.2194,14.5332,96.1029,21.9605,7.385,34.1463,153.92,18.7502,11.408,8.32908,4.4212,8.06968,7.74649,41.8422,10.7753
5975,3.45742,6.41759,12.326,6.77028,7.97485,8.46448,2.89997,2.71927,5.05306,8.60954,4.43771,12.7352,4.93783,46.1357,19.0943,19.2013
5976,104.978,14.0078,4.45732,19.218,8.93802,101.151,4.35912,3.96752,3.895,19.1221,9.99931,6.85618,4.74177,18.407,30.688,16.8456
5977,4.53717,6.61557,37.5628,30.1484,5.52392,7.91872,131.637,10.4101,7.18652,16.9374,7.12921,143.325,4.73867,123.103,22.8218,7.90345
5978,13.7316,14.6235,9.17401,6.46522,7.68766,29.7971,13.8168,12.8815,3.65354,38.2762,3.02965,147.79,4.82958,4.43067,32.224,19.2269
5979,18.4067,15.5402,13.3301,25.077,10.5281,12.559,8.81889,10.1676,8.75088,18.1165,8.90678,4.22058,11.5257,4.04819,11.7816,9.55019
5980,15.5534,12.6857,2.22132,6.09768,9.34799,48.1019,1.80474,203.278,6.72489,49.0702,3.72541,2.79957,139.637,51.252,20.3802,19.6239
5981,3.02988,29.6139,4.99901,8.69811,17.5702,2.30491,6.96876,9.53716,2.45882,17.7883,4.44339,7.90116,1.84514,36.0154,34.1726,3.56667
5982,4.13039,6.38786,6.00564,4.87656,16.0217,9.10531,10.1234,31.4939,6.62778,8.74311,5.0735,5.90116,45.0342,7.56758,21.2789,20.5979
5983,25.7442,40.4533,6.16584,3.6736,8.03987,41.0469,9.29235,54.3458,6.83968,17.1915,9.65136,2.8412,3.2669,4.57647,30.5296,21.1986
5984,1.73084,12.5657,10.4357,4.12307,11.2348,17.4867,15.6679,2.89285,4.00044,83.82,6.22695,10.3013,4.72357,5.0327,10.3445,16.4892
5985,4.01677,15.2664,11.6156,8.69984,11.6894,15.4784,27.3784,10.0743,4.74138,10.6754,5.55311,33.4727,28.0515,4.41483,45.7457,52.2668
5986,39.9168,8.09099,11.2825,6.10045,25.9594,4.63256,8.98118,68.6619,2.38486,51.1852,6.22271,49.94,4.64311,10.4582,6.47784,4.22658
5987,2.72617,7.40994,5.57943,4.32715,3.95575,7.24657,9.27105,11.983,2.19478,33.0129,5.55583,5.07261,2.82097,4.30324,5.22654,30.2009
5988,4.05593,10.0905,13.4129,7.62325,7.90289,3.55417,1.12265,10.0523,3.39602,81.2624,4.79831,3.31504,3.19372,4.22654,36.1792,16.6327
5989,4.04524,21.9019,8.58472,10.5032,7.29447,7.12816,130.229,14.7224,13.081,9.63448,6.64508,3.1542,96.6509,4.22957,44.0731,16.9944
5990,2.99346,6.48161,13.823,6.04286,10.2927,26.1747,57.5037,0.899183,9.34484,23.4147,7.36485,19.0921,7.52735,155.327,11.5796,30.287
5991,16.8204,6.15003,9.63558,6.4174,7.95085,3.60684,9.34389,9.47412,2.20853,17.2102,5.3593,114.16,3.21073,3.68589,12.7507,16.916
5992,17.9093,12.6684,12.3895,36.9962,1.10795,3.44261,6.04556,10.829,4.87093,15.6528,5.84807,7.71836,4.34549,11.5793,13.6304,5.28104
5993,11.4862,19.489,4.51866,16.3469,15.8908,5.45,9.8656,2.95534,3.3429,20.0857,5.80082,4.91366,13.8656,38.4705,21.5915,21.3675
5994,128.044,8.11749,11.1222,7.43116,5.90548,31.0253,3.05847,117.905,4.50086,16.354,3.73188,130.959,3.8527,3.4598,60.4138,17.6465
5995,12.4676,6.91573,7.37365,12.693,14.4868,6.70979,5.84891,8.65807,4.60708,33.8095,5.79007,8.0495,145.142,4.75736,38.7069,6.35149
5996,25.8718,6.91886,5.06619,12.4314,1.99055,9.57551,2.01289,190.281,65.4544,33.6241,3.36626,11.1294,51.6828,10.9701,14.1398,17.2392
5997,2.80367,13.5382,12.7979,4.76936,8.02856,2.37646,19.613,9.7395,5.41149,58.9103,4.95026,26.8812,2.84609,11.0261,33.5041,20.0841
5998,4.92858,6.21628,12.8104,105.556,10.9975,5.33153,8.79653,4.4896,2.27225,75.5374,5.67903,79.9429,185.719,17.0072,2.39169,16.8013
5999,7.27907,35.505,10.2372,17.7273,10.0792,131.237,25.1603,2.90613,8.11238,16.8067,3.93865,7.8764,9.84825,4.67424,17.3311,20.1994
6000,9.87776,6.42334,3.85572,7.13724,2.75108,18.8045,4.58675,10.544,18.433,8.71947,7.18871,11.4172,79.2362,90.0448,17.2039,11.3726
6001,2.90101,6.80218,7.93344,10.225,40.6887,6.58148,7.05136,11.1587,1.2261,18.9624,7.0074,29.4274,139.36,0.935752,26.0803,18.7857
6002,2.78707,11.7861,5.79282,6.15244,8.36986,95.7731,37.1976,22.8137,5.52683,180.325,7.91717,3.62366,4.67142,2.90841,8.61821,7.47055
6003,3.53767,13.4499,13.8764,17.5562,2.26991,7.81198,11.3525,1.84739,4.37649,18.1998,8.21237,17.2726,54.6436,39.0644,10.673,17.712
6004,4.50465,13.1366,6.33443,7.57381,48.1844,12.6106,3.72772,11.1344,2.32789,24.7558,9.53251,37.1639,55.7898,5.4899,39.9212,15.8468
6005,22.8033,9.37308,4.78408,11.2891,14.2754,12.3941,20.0445,10.8615,6.97539,9.68917,6.68516,10.808,1.26396,9.3713,33.3911,16.7253
6006,3.76153,17.9484,4.95268,14.4899,9.2072,2.95731,16.5601,191.113,5.3224,17.3026,9.44518,7.7796,122.409,3.1895,11.9032,9.0371
6007,4.193,8.87937,3.76061,91.7552,0.912431,3.422,24.9906,172.362,5.76181,24.4051,6.86114,14.0313,20.197,3.43741,9.1148,13.7454
6008,104.303,15.669,14.3406,6.14349,7.96566,5.67161,15.219,4.87378,9.56032,31.5252,8.72425,20.9293,2.81712,2.70828,24.3849,18.636
6009,31.9384,26.8922,12.2903,6.13235,1.9783,8.96739,9.07143,23.3841,7.3472,11.667,7.11886,43.9933,2.98886,10.102,6.77668,3.98349
6010,21.9344,10.2568,13.9767,3.65213,50.5542,10.7752,18.507,104.946,3.89021,28.8184,5.40008,66.5412,6.08094,17.4747,30.8077,17.6617
6011,20.6789,12.9328,8.52873,22.3924,37.0463,15.9804,33.4589,46.0428,18.9296,21.7809,2.66283,11.3286,6.50436,19.2433,33.063,26.9333
6012,3.32237,36.5683,5.32124,6.87292,35.3859,6.13273,0.625138,2.54415,13.4231,29.2101,5.81468,2.58,9.71658,4.11749,12.5835,17.5119
6013,15.1005,6.55389,12.3752,11.7162,5.23058,12.9882,143.025,3.18518,4.52422,29.125,9.90341,10.9358,22.2164,4.42915,13.2616,32.0073
6014,20.742,8.25007,11.1207,19.5717,13.1631,20.0318,23.2529,4.9822,2.22829,21.2684,2.72093,24.9765,4.37711,3.05446,9.15471,3.5845
6015,3.54375,15.0901,9.0294,53.3369,14.5979,3.97786,8.50172,10.7137,3.033,46.6433,5.83153,34.7091,12.749,1.79267,37.3628,14.7452
6016,7.16243,6.07128,4.57196,5.77448,9.16989,24.992,89.7429,10.1718,3.80209,8.93614,2.94289,7.88486,26.6509,28.7584,8.8273,18.9385
6017,3.95633,11.4616,19.9849,6.96858,0.980197,14.5003,9.4032,12.5229,3.86031,16.5718,8.27887,15.6638,6.05581,2.98189,31.6368,16.1386
6018,3.30719,6.92816,9.88447,12.5821,7.5545,19.1332,18.9341,15.9049,5.95996,17.3744,4.31442,64.7841,4.71093,4.03294,23.5684,20.3468
6019,4.36741,12.7291,8.75616,4.14591,17.8277,51.4418,11.0606,217.957,19.1066,17.0942,6.17567,19.5067,2.77145,4.37616,5.94422,15.7123
6020,1.86119,18.7596,7.0447,29.5762,8.82587,9.01121,12.1837,3.33446,4.35398,33.9555,5.96084,3.74408,2.93345,4.31499,26.1733,17.061
6021,9.21693,7.87136,7.80278,7.59358,1.85905,4.23569,26.6384,9.98675,2.91888,14.3006,7.00588,7.994,25.57,5.97968,3.82068,27.4667
6022,6.52922,19.029,12.6177,98.8881,11.5559,10.0114,8.09299,9.49047,5.83681,154.064,5.55742,5.67371,4.69126,6.15643,4.2237,17.6087
6023,6.70073,9.07805,10.5203,6.15099,3.80571,3.51048,10.8525,0.941894,14.5892,101.269,2.98323,3.17362,40.967,13.8035,5.77945,19.3943
6024,2.86203,43.2165,8.77849,6.98771,5.86883,2.93952,12.6366,7.94082,10.5843,19.2054,2.69995,93.7077,7.63533,7.04644,35.2913,16.0974
6025,14.2571,17.1721,9.53987,9.41624,27.4054,11.9451,15.8402,12.4385,8.22025,68.5698,5.98744,5.31596,15.6743,3.86205,28.7239,20.6007
6026,3.13748,45.2382,6.96772,6.50507,14.3559,19.2649,13.1976,12.2984,6.55344,13.5677,5.67879,6.48228,13.0784,15.967,7.26562,19.6287
6027,24.2836,10.2386,10.9208,12.1839,1.23509,79.2483,42.8633,9.37656,7.33717,9.35542,4.67692,47.5855,2.6263,14.9457,13.2327,15.7557
6028,28.3969,12.1913,13.858,6.29178,12.0832,7.59818,9.47086,38.8795,5.45885,16.4132,6.01358,6.72231,4.45692,2.87896,23.5982,18.8091
6029,18.0536,8.94769,12.0314,87.0816,4.23289,5.0436,5.28582,12.9856,10.6163,30.3105,6.30016,9.12826,4.44073,8.15751,22.81,22.0611
6030,3.49932,4.14198,13.6288,1.78799,8.06722,12.5111,12.3426,9.72244,5.18116,20.5478,6.60842,85.6577,4.96636,11.981,5.77052,17.5472
6031,8.8809,24.7634,16.8753,20.9238,13.3579,6.76975,20.796,11.0883,10.9373,12.2589,3.39966,16.422,3.71724,32.9666,41.7561,17.7701
6032,3.15747,11.4753,8.59363,5.03283,2.48196,23.7509,8.99633,14.2627,2.01082,21.6972,3.76335,21.3088,4.73908,6.31107,11.2429,3.41849
6033,2.71763,6.70243,11.4137,14.7558,8.61687,10.4721,11.0075,43.9353,2.53964,16.282,3.99143,3.1794,3.5414,2.89201,18.517,18.9537
6034,5.79195,12.5488,12.0855,3.59354,2.1869,30.6594,4.10617,10.0504,6.11262,31.7069,5.19876,6.3481,0.82889,20.2986,27.1005,11.0196
6035,4.28715,8.81383,8.9685,6.14552,33.7087,5.81365,3.67717,50.0413,9.55865,16.4918,5.53579,39.9082,4.01445,9.01476,12.7683,18.4555
6036,2.78492,12.1025,4.57595,8.89175,20.2657,31.6735,5.32836,20.7855,81.7854,17.1492,8.00448,72.7718,2.22735,3.37407,30.8497,18.2434
6037,4.59582,24.3597,5.10115,3.71208,7.48566,13.4657,8.88441,7.82347,4.38218,41.7209,4.3035,1.72052,21.2967,84.0162,40.1627,28.9512
6038,27.8922,5.08002,13.1781,10.0209,2.30281,14.7192,26.1544,185.848,11.8555,16.7337,4.31851,6.64125,4.58256,23.7333,37.4436,5.69156
6039,11.5286,41.4768,2.61878,25.442,20.1865,37.5879,9.19703,31.5451,9.33196,124.347,6.48403,5.22952,4.45295,3.05511,16.4374,26.058
6040,5.18033,6.41425,2.41133,9.87787,39.2434,12.9496,141.833,11.644,0.632079,33.5076,6.00264,5.82748,12.4434,27.2032,8.27895,6.19177
6041,108.882,45.0131,7.30502,6.64322,5.6338,28.1078,8.90802,9.77798,23.2345,20.8828,6.05656,6.01317,6.87257,4.08731,39.1308,3.29196
6042,15.9375,41.1604,10.0285,8.03943,13.1911,3.65148,6.64153,30.567,19.7361,10.0722,5.57147,29.0139,6.46273,5.27638,33.3126,18.9675
6043,43.2358,21.4406,7.64145,6.17367,3.20652,7.25368,64.261,11.3967,6.9525,6.2194,5.87811,5.3404,3.64896,4.34404,32.6103,21.8588
6044,4.74398,6.65751,8.05944,7.24093,46.1918,3.58471,9.20363,3.63929,6.82053,14.1003,3.43071,7.87965,5.45533,4.43469,20.9914,19.2831
6045,10.8225,13.1232,11.8661,48.6221,7.66648,8.07345,38.9151,13.7928,2.489,14.9082,6.34347,8.9557,5.0568,8.13055,5.33279,18.0795
6046,5.28859,12.4451,12.4166,7.98613,2.28984,59.7821,19.0858,5.81423,6.41901,14.1179,8.33222,7.7052,4.59451,27.7126,12.3862,18.131
6047,7.7559,27.987,10.1164,5.42511,5.3729,14.8649,2.87651,13.0513,3.29004,9.93389,7.01398,6.08665,16.0442,4.51023,34.3864,19.6783
6048,8.16735,10.276,13.7544,12.195,1.9285,14.4557,9.01416,14.0615,4.39374,10.853,2.36557,2.28855,2.34917,4.11853,34.7864,24.7614
6049,3.57182,29.4362,7.57692,13.2031,30.0192,10.3742,15.0358,7.16217,5.23344,29.9666,5.4179,5.85136,32.1608,4.25792,10.9436,4.13488
6050,8.60838,22.5699,10.9594,1.5586,3.572,17.7775,29.2678,5.61394,12.571,9.01514,3.16522,3.59721,4.5874,5.71022,6.32852,3.52968
6051,28.8979,23.8017,12.6765,5.91427,8.1398,10.305,52.9958,240.477,41.8764,8.64683,5.59045,142.304,4.73314,23.3543,41.7137,4.50496
6052,2.91623,13.6554,11.5437,13.9295,2.92517,15.063,9.59968,11.1384,9.89527,40.0619,6.40202,5.31795,5.33017,3.0675,12.713,4.82152
6053,14.9393,5.9003,11.6321,6.76665,8.40037,4.95111,43.4076,3.6376,20.3185,22.8676,6.26224,171.311,17.0913,3.99793,8.62847,9.04635
6054,4.82183,11.3992,34.1783,6.45962,6.91512,6.98211,0.632637,21.7126,2.57802,13.4626,3.79477,4.89041,4.11422,3.60205,37.2307,16.6405
6055,5.9069,8.51325,4.50906,11.1998,8.02116,8.5628,8.68085,25.0409,7.18574,51.9312,7.35244,24.3858,4.75105,9.18812,7.44298,15.6871
6056,1.38458,2.56647,5.08227,26.4082,9.67688,7.10681,6.86566,12.2543,6.33145,58.0702,2.74547,5.55951,4.36163,7.86027,19.116,20.8631
6057,4.05038,7.76444,9.37226,32.0704,4.90438,7.62772,5.4485,33.3462,3.84145,9.10334,3.38502,9.32938,1.70309,24.9972,58.8599,29.1591
6058,11.922,27.0419,4.32413,16.5841,3.99436,5.89149,52.0028,4.1231,7.77455,42.3537,4.94978,60.2113,11.348,9.40596,25.1315,18.7794
6059,3.65049,12.4056,13.8398,14.4439,53.3901,12.6145,9.0044,18.3326,7.20961,27.2779,5.88502,10.1476,9.96227,2.91072,44.4733,17.7198
6060,131.924,6.23189,7.64757,6.07969,9.51611,7.04717,5.77756,12.5065,5.48987,36.6308,3.26858,12.3599,3.10797,6.99973,35.5172,7.62836
6061,9.53455,17.8118,9.24908,9.04012,2.50856,86.2469,2.89411,11.2778,24.8783,25.4856,5.72261,7.41726,4.65598,14.2961,13.3873,12.6443
6062,10.8361,38.8686,9.51115,11.1249,12.2234,3.54027,5.13905,1.17567,8.93,112.134,4.71251,13.1114,8.13984,4.25244,29.0813,17.1025
6063,2.87072,38.0409,13.9703,12.3628,7.88312,8.54038,2.68981,6.37832,1.3689,8.5462,3.17456,42.1711,4.59788,13.8759,11.7435,7.25227
6064,6.42568,5.62843,12.8702,3.5855,8.15598,14.2199,1.63172,6.36472,70.5301,19.3811,3.04067,7.42852,129.074,135.894,35.9031,26.2179
6065,2.44218,12.6055,9.2743,7.54842,23.0366,7.66511,5.00769,92.6936,3.70778,8.74961,2.89547,11.5714,8.3985,3.70143,14.0189,19.3946
6066,2.69208,7.76741,5.11888,95.5646,2.92017,14.3346,3.06525,35.4591,2.22885,32.1674,5.56849,50.9082,2.76175,22.6234,15.0267,3.68805
6067,3.00308,9.36578,4.95067,4.58302,2.68647,7.88326,8.77146,20.0609,2.15992,17.9011,16.2083,12.3924,8.96526,12.9681,16.9037,11.969
6068,3.74586,6.13013,13.5892,23.6654,3.55269,17.8557,10.2891,12.1854,4.04258,13.9757,7.29485,4.47605,4.72506,5.14373,2.9762,11.3638
6069,26.4963,25.908,1.89043,3.69733,7.92899,33.816,72.0005,2.3164,54.2576,23.479,2.77776,3.58641,3.23391,19.5525,20.3855,5.39226
6070,41.3917,7.47607,24.4317,6.55974,4.13979,22.1586,2.319,10.6332,12.6827,8.6887,3.09569,7.84884,26.5386,46.9323,21.7591,28.2364
6071,9.98052,5.45644,8.81658,6.63818,37.8564,79.4263,4.64678,10.8357,29.5782,39.6082,10.7086,45.884,2.84771,17.8976,34.1871,29.1237
6072,34.0588,6.14584,9.20669,3.88757,14.989,15.9229,66.754,18.166,13.8624,20.4466,4.83096,6.53262,3.9995,107.685,26.1523,17.4006
6073,5.55379,22.747,11.9976,3.90019,9.79874,24.1401,32.1883,76.9769,6.4073,8.66532,6.89705,13.681,23.4485,3.1196,15.2052,22.7824
6074,61.2271,14.6509,9.27463,1.26099,6.71379,9.31017,9.99455,10.2179,2.65382,12.4622,5.94938,5.87618,9.68256,4.44065,37.1042,16.2655
6075,1.93679,16.0007,8.75856,6.87994,8.22283,71.9755,8.07135,41.4977,7.5752,9.64348,4.75823,5.87947,2.11064,4.27753,9.55093,20.1733
6076,12.688,33.6756,2.78587,8.37532,7.95222,6.00022,9.1336,6.69077,27.2533,20.7409,5.51651,36.2149,4.64684,118.503,11.0461,15.2759
6077,31.9592,20.5662,20.6381,16.1311,3.11526,13.748,9.1258,48.405,2.8841,16.6557,6.19727,5.82478,3.99403,53.2851,12.4198,16.1603
6078,4.04687,6.92397,11.7327,3.8366,7.89762,31.7792,16.1443,16.8415,3.16336,16.8296,9.21857,3.99143,4.45916,4.21396,10.7252,28.1243
6079,120.042,9.24017,13.0704,9.16902,47.8939,5.28661,3.5187,12.5192,2.32264,16.9168,11.9284,7.94396,6.92951,3.77329,6.97561,17.4407
6080,109.687,8.96581,11.5678,19.8015,29.6634,15.4307,17.908,37.4203,3.0163,39.2231,3.91947,4.07072,30.3631,4.41029,5.09721,27.1502
6081,19.0214,5.89788,4.46682,12.0145,2.45171,4.1327,46.9129,1.43976,7.64908,55.9735,6.12917,18.7275,7.7048,3.94899,78.9375,4.32667
6082,4.46513,31.8464,3.11782,3.75104,19.4431,4.62757,31.381,3.39795,2.20692,29.5207,7.88919,12.5665,7.73748,37.5022,97.0926,13.6672
6083,4.06381,9.28925,11.7409,13.357,8.11148,29.2822,9.59059,64.3502,6.57824,46.8998,6.07258,12.0944,6.2902,10.9363,28.6696,22.699
6084,4.33268,6.85824,9.03808,11.8188,11.3623,14.4828,21.7247,24.7217,5.29068,17.1747,5.27825,7.74626,8.4917,4.90969,4.18856,18.9286
6085,5.30695,28.6791,9.42132,5.35438,61.1025,0.979576,36.8042,2.48406,8.36654,14.9072,9.2224,8.57727,37.3124,20.9635,33.0185,17.7806
6086,3.56268,20.1375,7.88142,19.4156,2.23318,6.91393,27.1215,31.0248,2.17541,17.7521,6.2484,2.89594,2.86198,4.4805,30.2514,16.5802
6087,108.445,8.55182,4.73644,17.067,18.9241,30.915,9.26811,28.0065,4.36188,21.7732,6.10339,46.2721,4.0648,4.23436,38.9471,16.4723
6088,0.992312,14.3909,13.5245,25.1935,8.54147,3.81626,9.04856,66.7217,3.89285,18.5603,4.75743,7.37924,31.2478,4.3262,42.3092,15.8408
6089,3.97747,16.1978,5.05527,3.5383,14.1187,6.27755,83.0391,18.2688,0.755736,14.4187,5.89098,3.74882,2.78678,3.99818,10.6516,9.92078
6090,33.1467,15.4575,4.61462,7.25622,0.568516,151.685,16.9393,9.87882,5.14672,13.8837,3.8781,2.81737,49.1162,12.0883,17.8489,17.3912
6091,17.1433,10.7888,4.03102,6.895,11.159,14.3452,16.1666,12.523,0.919086,13.8932,8.68615,7.42766,17.8244,4.33295,36.039,22.0141
6092,4.23427,18.452,6.57133,2.53292,26.147,3.18249,24.3704,77.4485,2.61669,30.9753,6.17844,5.09955,5.79798,40.4577,15.7463,15.4584
6093,9.11283,43.2047,11.0477,1.48126,35.6199,8.01413,13.7176,9.74863,6.70532,37.484,4.12707,3.37677,29.1691,4.09307,37.6825,8.22427
6094,3.52008,25.7146,4.68067,4.12947,23.4036,11.1598,9.00543,12.2882,1.86635,28.1163,6.62009,55.6756,21.2101,135.711,23.4758,18.9797
6095,24.0617,8.95541,4.74228,60.326,7.06126,11.5682,9.24212,19.9665,110.07,13.0983,5.83797,5.70856,2.77874,4.10946,14.6062,20.8621
6096,3.82966,8.06335,12.6062,132.651,8.23319,5.96684,15.5614,20.5415,7.90192,15.038,9.99595,83.8091,4.69034,8.51473,11.64,18.5094
6097,18.018,38.103,11.5423,5.34163,12.322,37.6392,20.7989,13.0312,17.3344,14.782,6.31755,30.4957,4.70663,42.2815,18.9634,24.5822
6098,36.3566,8.12819,12.1015,6.07739,11.9359,12.8854,11.8687,12.4983,66.5063,32.7215,7.66829,9.56716,65.4617,30.0619,37.0334,16.3146
6099,13.2597,6.7153,13.6762,34.5156,2.38069,6.96272,9.23531,4.48264,2.18426,16.109,5.57052,157.118,3.05492,44.8977,8.67712,15.7396
6100,2.67627,13.3159,13.857,34.3259,4.44605,18.2688,18.2,12.1999,2.42928,61.2068,19.1536,16.1089,2.80234,15.7323,7.19068,5.24873
6101,12.7655,7.52807,11.7296,15.4125,2.61132,116.061,9.10027,136.934,2.21853,12.2374,6.64117,9.82167,15.9922,9.83092,10.5824,23.3743
6102,3.17356,14.1688,10.0574,6.4671,7.93409,6.22014,14.9778,4.07901,16.5145,11.8526,5.11066,1.24341,59.739,5.16706,18.9768,19.0879
6103,31.5553,30.6665,4.89027,3.12085,8.04554,10.6015,20.6072,10.0596,6.67242,40.7532,5.6114,3.08469,6.27596,112.502,33.7287,20.5938
6104,6.99077,36.5074,8.04504,5.98497,9.82418,13.5389,8.95975,5.25824,11.1437,36.2062,4.47202,4.87054,14.4678,40.0337,33.714,24.4438
6105,4.92713,19.2915,5.39632,4.66022,4.64559,7.80069,3.42304,29.473,5.04726,65.2929,3.51692,6.4608,11.9398,4.2358,37.0181,29.2043
6106,7.85994,13.3307,8.34081,6.26919,43.4031,7.74315,22.014,1.86359,18.2335,16.9454,2.70226,34.179,9.35897,54.3765,2.94514,14.841
6107,3.40037,6.57213,1.83085,10.5931,8.15559,10.8379,19.7198,9.98206,6.22058,29.0325,6.15864,2.99885,40.5192,18.8454,19.7492,17.8177
6108,4.94284,5.79749,4.6485,6.2554,52.4474,3.41911,41.622,13.2428,4.70576,17.2801,5.27861,11.8383,4.04034,66.4404,13.2627,28.0255
6109,22.2322,16.2388,11.9274,36.4476,7.87804,3.38232,151.568,9.63616,6.37108,17.9218,2.29904,7.69382,10.8773,36.6098,19.2879,17.1902
6110,4.02028,31.8099,11.1706,19.6936,4.78063,27.2538,2.82785,0.786825,6.90917,91.658,2.18716,8.09771,4.71799,25.2011,31.3879,3.57972
6111,6.4083,12.5728,10.0696,123.975,8.79395,107.254,30.7648,13.9391,3.87945,13.3258,6.49527,17.2478,4.62095,11.1347,36.7932,23.7966
6112,6.79314,23.8017,13.0581,6.57625,8.15944,5.06682,9.38922,27.5352,2.18549,45.1999,4.34404,4.60878,10.0811,4.1567,7.25711,16.0607
6113,9.38744,13.2662,11.6301,6.37254,2.89301,123.956,7.31744,11.2985,2.25751,28.6127,5.65575,5.91821,119.905,2.86705,43.2685,4.61776
6114,23.8149,6.1609,10.8009,16.0643,8.0588,31.7868,7.72509,11.1388,2.34227,28.4533,2.63769,2.77894,13.4326,6.85399,13.5822,15.7302
6115,2.28109,9.00406,7.54625,1.35211,8.83066,15.1749,8.21688,182.686,6.40373,16.9266,3.60102,8.54593,89.4714,3.71849,12.4408,14.7438
6116,25.2693,6.10258,9.61809,7.38996,15.9802,13.3894,17.5737,26.6239,11.7335,42.7312,2.23899,151.97,4.32847,3.34132,11.7515,6.22832
6117,21.4835,43.247,5.08574,6.5456,10.2551,6.76937,12.7157,1.2032,65.0551,109.63,4.78429,5.77818,2.90234,121.298,13.0045,18.6227
6118,22.3989,18.8466,9.21353,19.4494,21.1156,4.36576,8.92532,42.3927,6.58574,43.3888,5.10508,22.5138,18.7142,1.39489,8.97445,3.25143
6119,78.6691,12.0875,10.6345,99.4528,8.2653,1.45615,22.6748,8.73063,5.67721,49.3586,5.97814,8.15038,161.947,2.99018,32.7122,25.7031
6120,8.40049,6.44513,12.1363,6.16311,19.6092,8.63383,11.8357,23.5254,17.5838,80.3445,2.65134,11.1407,14.8736,7.52454,20.9551,17.531
6121,13.9703,12.2021,13.1935,10.3904,2.228,28.5263,8.99262,3.10418,0.725431,15.731,6.40422,29.6452,5.81376,9.7208,13.9921,19.8212
6122,2.83795,21.2471,1.60659,7.23745,7.87699,4.04283,6.33431,9.58563,3.45452,8.9109,5.7257,5.78727,5.15886,31.292,5.15802,12.0652
6123,10.4122,8.2465,6.38889,9.34671,4.98181,3.70008,3.90835,11.561,1.05661,26.8956,5.29812,3.36795,17.9219,0.92417,12.9815,3.90728
6124,5.0019,12.4275,3.43065,4.33341,9.94025,16.1601,125.764,52.7876,0.73709,8.71467,7.9016,15.1459,6.22391,20.8967,20.568,15.3355
6125,3.32215,34.249,4.59751,5.82515,8.34532,16.073,1.42368,186.244,19.2263,16.6413,5.8341,5.89828,126.366,6.32991,5.89614,20.3844
6126,4.04567,8.49751,5.32726,105.833,6.3473,13.4595,13.256,6.47485,4.09558,69.3697,6.4948,53.1977,2.87726,39.5,13.8261,8.82098
6127,16.2964,15.3877,13.3597,44.6026,29.6033,6.70319,23.8599,10.0223,4.74797,7.36031,4.44263,7.08452,119.662,2.87845,43.5476,16.4769
6128,2.69058,22.098,11.6419,22.1956,65.3545,11.8022,2.00105,15.0354,8.0449,22.1132,9.25876,2.86701,32.5861,4.24915,5.69254,6.59006
6129,53.0923,25.0422,8.98868,3.60235,8.14729,3.79546,118.77,19.8838,14.8094,19.2883,5.55684,7.94288,21.5558,34.6048,36.6645,17.3357
6130,2.97656,12.0532,2.24175,23.4545,8.92083,45.178,7.24294,15.7691,3.95137,6.88764,5.20894,38.7603,128.798,2.27608,44.8685,19.4561
6131,19.553,8.71025,9.78544,8.79282,15.9423,7.54455,35.639,11.7306,7.85901,73.4802,4.79593,4.79392,7.15329,3.95089,13.0918,4.43176
6132,3.12765,8.07072,11.0708,6.72096,25.715,9.4137,3.32935,10.3018,128.205,6.10471,10.7746,2.81519,4.76896,4.20049,23.5373,9.40279
