NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha
3475,4.24358,10.2686,24.6441,11.8814,4.9375,16.6748,17.4046,12.3965,5.15997,151.137,18.9536,11.658,17.4109,28.018,17.3397,28.6678
3476,5.85987,26.6842,25.4336,9.8353,2.68839,4.85212,10.8192,14.2576,2.99948,22.0816,35.2507,6.45434,15.0722,4.6792,82.7019,31.2019
3477,4.96158,9.64017,9.6481,7.99214,2.3789,19.3448,3.39749,13.8578,8.33,10.2826,15.3338,7.55597,2.55001,18.8952,46.7904,39.7192
3478,14.7651,9.81746,16.0308,16.3826,3.94683,9.0398,13.529,14.2019,3.4456,20.3369,15.3972,20.1354,4.5819,35.5013,46.1382,10.2767
3479,23.3753,22.813,8.04876,18.1417,2.47961,7.4665,16.9478,33.697,6.3962,22.506,57.2699,4.73778,9.26119,14.0508,46.7914,22.4138
3480,4.66782,15.1942,34.4436,9.97224,0.996377,20.9697,12.9347,29.0435,16.916,11.0333,14.5619,1.88505,5.28034,21.0675,20.3865,34.5837
3481,3.96484,9.91143,29.6873,6.50132,3.19419,8.93723,9.05238,10.7107,3.73414,107.603,29.3113,8.20905,3.99533,12.7947,29.1441,33.9388
3482,3.71354,18.2072,92.5593,7.51606,3.67117,3.51789,10.4128,20.1518,16.0419,30.4495,137.127,8.12216,12.7647,4.26973,40.8734,32.7874
3483,4.5294,14.8737,22.2902,7.56199,3.46126,11.7096,7.81842,34.6129,6.39995,26.0148,14.9088,21.7563,4.80167,4.83752,38.4926,22.2935
3484,4.55498,32.1691,22.7064,4.91784,5.52671,17.868,12.7362,3.96971,3.68438,58.7273,17.3752,22.1349,5.42585,5.13324,46.3844,30.2437
3485,6.8746,15.2025,30.2147,12.24,6.98585,6.93172,16.3368,12.2136,4.61308,22.9492,14.4831,11.5453,4.66068,4.34549,43.0802,13.7594
3486,13.2512,15.9759,30.6049,7.58294,4.73269,5.01838,18.2147,14.1151,8.15668,95.0836,17.8322,12.8919,6.21518,4.98019,32.1819,8.74289
3487,13.8144,13.9318,63.1132,2.01685,6.61128,9.41255,4.21947,14.2628,8.52562,11.3151,19.3707,21.1814,10.5691,6.02804,19.0628,33.4925
3488,8.45057,17.7384,22.8959,18.1058,5.3985,9.34527,18.0958,11.5658,2.21509,26.0981,33.4112,19.4566,8.24856,8.38674,44.063,32.2912
3489,9.53672,18.1812,7.8109,7.23836,1.27476,20.4575,8.58491,30.3366,6.46089,133.494,40.7541,21.629,11.1161,23.1414,77.7092,23.4401
3490,7.3662,25.5893,24.8213,14.0213,2.26445,7.56345,3.49158,7.16612,8.52036,31.0277,14.7864,8.74817,9.69683,6.82151,24.4092,29.3159
3491,12.5633,18.4797,154.478,19.1292,6.08645,11.9931,9.89065,14.1216,9.53432,10.1083,20.4794,11.5753,6.4826,24.6398,10.5803,24.3636
3492,19.0731,77.0278,17.6116,21.5358,2.32768,11.5554,20.7484,15.5412,3.12312,23.1064,19.3121,14.5115,3.86859,8.61129,13.9729,64.5592
3493,12.6932,16.715,22.719,24.2889,5.75944,8.84064,13.3889,23.3982,6.20307,26.9479,15.3238,3.49736,3.80899,7.78206,41.3971,17.2993
3494,5.09373,10.2953,25.2511,2.56298,5.65728,7.19512,6.34067,17.4111,3.68488,12.7482,15.4352,1.98759,4.24517,4.74596,40.7533,12.5465
3495,5.21236,12.5131,8.89583,5.63568,5.89753,4.81344,9.81764,43.128,19.224,24.0175,31.8565,3.0846,14.6073,33.8997,13.2917,25.8966
3496,13.3298,17.7743,22.4952,21.5803,2.76189,9.38721,12.778,8.77524,3.65186,13.3515,14.7765,9.17794,7.16531,18.9194,21.2504,27.001
3497,6.1207,9.96144,26.5875,19.2725,4.13421,11.6768,9.43861,22.1614,1.51719,28.4828,13.3438,8.086,3.49587,11.5611,44.0361,18.1108
3498,5.16395,13.8001,28.4716,21.7039,3.44272,9.44588,11.4785,2.31902,12.2886,20.556,17.2328,19.1577,2.8182,4.77554,46.6336,30.068
3499,4.65953,19.1324,22.7668,23.1134,5.15753,7.54194,13.6981,11.0019,2.92234,60.1631,17.2558,14.3055,10.6803,11.1893,47.2304,22.781
3500,1.27634,20.3569,14.2379,8.81917,2.20971,10.9635,15.1952,10.8271,2.77921,12.7975,17.8241,4.39735,3.97644,4.70296,41.0785,8.66751
3501,14.1818,15.4633,28.9229,7.41562,5.61359,7.07622,19.2777,11.5453,5.90763,30.4794,18.0765,6.33157,4.84419,18.1435,43.5424,32.2199
3502,7.33412,14.5979,24.2448,7.4565,5.927,9.80897,11.1942,14.4118,6.9609,54.4568,18.1242,4.87047,2.71399,4.7346,34.0958,176.201
3503,22.1924,17.3087,24.2837,14.1964,2.79928,6.56592,11.934,8.71636,7.10927,26.7159,15.1133,13.3016,10.8015,35.1279,109.269,25.6797
3504,5.67172,27.9004,42.5158,9.89294,2.07776,9.03504,9.33999,10.5434,19.4688,30.1328,21.7129,4.07068,2.70029,7.46692,10.1589,28.2765
3505,6.11902,18.2645,8.79847,21.3625,4.40987,10.6102,14.6093,36.3273,11.5976,22.5647,14.0381,16.0852,5.24723,12.7173,24.8016,33.2206
3506,10.4356,10.0402,7.82699,8.53034,5.41213,9.75352,10.9344,24.6994,3.55425,24.9897,14.8839,2.52092,12.2661,5.04692,44.9213,10.8716
3507,6.93763,18.7818,13.0644,9.33999,3.98495,11.144,9.46265,3.09418,17.8,51.005,14.5533,3.58043,5.2673,7.0176,16.5659,30.3494
3508,11.1399,55.7459,150.32,24.6795,7.57346,9.32744,9.67646,14.261,6.45346,27.3999,15.3591,22.5055,18.2245,18.4869,10.2789,49.1529
3509,10.7527,17.4234,171.821,7.30771,3.49784,5.15234,3.59884,4.75771,0.875246,28.6528,13.9421,7.65484,18.2356,6.61072,42.7759,26.3144
3510,9.04518,10.9913,10.081,17.0319,2.15769,11.3974,10.9843,12.7102,10.7489,29.0212,93.6357,17.6175,3.58055,5.8794,47.2437,31.1955
3511,6.27336,11.801,22.3549,4.55173,4.67231,13.1877,21.1451,14.0573,16.8599,13.1471,18.8394,23.0882,8.41805,37.2381,37.8326,24.6767
3512,20.9064,17.6112,42.7421,5.7976,6.8532,7.25102,1.44311,10.3445,9.00542,9.92133,15.7096,22.8743,17.9611,8.75454,46.9975,38.531
3513,7.70174,17.7418,8.87431,11.6124,0.538171,21.112,15.6527,16.4435,6.90289,23.041,24.1563,5.92244,7.14112,36.0141,88.2214,44.9254
3514,5.51043,101.286,31.6464,24.3872,2.18685,6.76717,21.0942,11.2683,8.51785,23.3553,19.6082,19.4147,5.35784,9.35142,40.592,26.2121
3515,16.6057,22.3078,22.8682,3.9185,4.60775,8.58204,9.68274,8.00474,1.92819,19.9894,19.7144,11.7647,3.89864,31.2455,33.7099,25.4653
3516,21.5448,16.5499,29.3725,11.6548,4.31034,19.5724,11.7867,40.6452,11.6226,24.1423,11.6444,8.00895,12.3136,28.8978,22.8507,25.9284
3517,4.08503,17.4902,7.90554,8.41546,2.29965,5.06704,12.4791,8.77103,4.85788,32.7303,16.7909,9.73534,13.8524,13.2978,40.9851,21.8879
3518,5.09875,9.82217,22.2342,8.14777,5.74548,12.8714,13.115,11.8223,6.01102,28.3894,14.9175,9.59341,5.04469,37.4475,19.666,15.6942
3519,7.40638,90.7316,66.1987,7.13811,5.96413,4.02531,19.4254,18.641,15.0561,20.2634,15.6574,10.2912,3.71209,38.0288,207.842,19.2714
3520,23.1689,17.7086,18.3554,15.0662,4.16198,11.7088,5.84874,19.517,16.3992,21.0292,28.2846,1.46243,3.30168,5.75753,40.0669,27.2089
3521,15.9099,9.55732,8.54881,5.51414,4.6928,14.679,9.5027,14.2165,10.0996,25.4836,20.9288,2.53655,2.47975,5.49432,192.312,220.704
3522,24.4417,17.601,47.2221,24.1303,2.61272,8.36235,8.57475,12.0709,18.675,55.9453,18.7826,5.22136,4.51011,32.3276,10.9623,25.1173
3523,20.3093,15.1177,22.8135,7.46901,5.85902,9.89573,14.2522,3.11824,3.63145,27.9895,13.3558,2.6557,4.36454,22.898,54.6269,8.76782
3524,4.08183,15.2343,38.6106,20.1985,5.61792,9.18748,9.85262,43.4455,9.41405,12.2046,20.9987,12.0979,3.88702,3.30757,27.7216,34.3632
3525,6.25391,17.5723,23.4496,10.2087,2.1744,8.25669,9.72988,26.0217,3.18794,20.3511,16.1042,21.273,3.29508,10.858,47.3658,170.802
3526,22.6076,19.3569,85.3661,7.37653,3.64698,7.38662,21.2959,15.0904,2.79637,21.9082,131.313,21.4585,3.8042,5.88675,53.2084,13.8992
3527,24.0291,20.6151,19.7025,13.1337,2.8033,9.16574,9.87169,13.2382,4.583,11.0198,17.2077,9.82404,11.9628,9.23694,52.12,34.4734
3528,2.48748,17.1787,122.542,7.3181,2.95306,15.1638,4.98474,10.299,2.52344,24.0051,33.9245,6.24804,10.4884,7.77482,136.074,29.0546
3529,3.87989,18.4457,23.1998,16.7449,3.20322,3.70816,8.75701,5.65296,2.7978,30.111,78.0635,20.9818,3.72326,1.06511,44.3951,32.1231
3530,5.56409,18.5342,137.621,7.20315,2.57979,3.71755,12.1789,13.955,9.6825,25.7429,15.2489,3.3159,4.92512,5.56119,47.365,22.7492
3531,4.42605,17.3838,19.8833,11.8144,6.52426,11.1325,5.45339,7.08318,15.5909,23.2416,18.0293,2.98568,7.97584,4.89637,41.4714,31.4322
3532,5.40182,18.6996,30.4052,23.3241,1.721,10.9381,8.82388,8.035,15.1044,22.2659,24.9474,3.8138,16.1651,24.2344,43.4482,25.0231
3533,20.2375,17.3324,22.7753,21.4328,5.52889,9.92488,10.4569,18.026,10.1539,22.9027,11.3343,2.35761,2.85637,15.9433,46.7544,18.0475
3534,19.3619,16.0245,43.0664,11.6786,6.60521,8.73713,12.0288,14.6819,19.3783,21.6587,17.4041,3.09212,2.54832,21.5876,29.6648,25.8296
3535,22.0618,96.03,24.0662,5.0565,2.54386,5.81141,9.74912,24.6459,5.58101,9.77557,15.3363,19.8531,3.96549,7.04526,15.3499,30.3778
3536,12.1757,23.5493,41.1684,24.101,1.51206,22.6429,7.49836,12.3934,3.39985,9.72182,24.7797,7.67449,4.01351,5.2537,40.1244,11.1592
3537,3.61272,13.6273,22.1478,15.0283,6.32863,3.74401,9.48213,24.7578,17.9933,30.2096,16.7427,4.67395,13.7191,6.44477,22.5737,15.1981
3538,6.82588,17.1825,7.90478,7.30434,1.94427,17.6863,4.2202,6.52056,9.41107,24.3025,17.0643,23.4919,5.40396,9.50085,46.9756,20.4656
3539,8.78015,14.2655,22.0006,13.1302,3.25469,11.1211,10.3488,11.7417,13.7224,26.4997,12.4456,3.1144,14.1097,21.7567,40.8042,31.8406
3540,17.1365,18.1466,23.8552,24.1392,2.62317,22.4577,13.4254,33.3294,11.7087,27.8156,18.1998,20.6607,18.1134,4.67334,218.621,34.645
3541,10.4375,15.1893,17.7777,7.52159,7.32204,7.23406,11.9645,18.6323,1.95146,10.2291,13.2935,9.18892,4.32494,5.8867,14.392,25.3128
3542,6.48904,18.3845,23.6046,9.83513,7.11408,7.26055,19.7524,6.71781,9.95056,20.4011,17.6362,7.44142,5.49375,4.95733,35.1372,24.8089
3543,24.6741,17.3894,23.6987,11.8901,4.62371,7.94676,9.33339,11.7159,2.78173,18.5082,34.2175,4.19954,8.33292,5.25137,41.0812,22.3333
3544,22.6332,9.45473,19.7938,15.528,5.75631,11.1256,10.3116,13.2655,9.36223,25.5014,22.8137,4.29745,4.16544,10.3345,40.3673,35.3504
3545,25.2319,14.5555,18.0273,9.52629,4.16512,10.6751,21.2708,6.65112,6.44465,72.6731,14.066,12.3804,4.89178,10.0119,11.7194,30.312
3546,25.7588,10.7146,26.4863,7.3883,2.95577,11.3747,9.59746,14.8719,10.406,28.1706,14.7492,23.1448,5.32039,35.3899,46.3933,27.7055
3547,3.13442,17.7416,47.7186,14.7829,3.55729,15.719,9.78227,32.5532,8.63137,26.1165,13.0682,2.71875,17.6034,5.12581,39.8747,14.3867
3548,7.76298,18.0769,21.6101,9.11436,5.88785,22.2211,12.8497,42.6341,3.8884,20.5737,17.8841,17.7473,4.70101,17.7544,41.0565,24.4942
3549,14.4617,17.7749,22.5275,10.2977,3.80017,7.81765,15.6904,10.6149,4.24194,28.4789,138.17,10.9996,17.2127,7.90897,44.3975,24.5547
3550,22.408,17.7464,157.35,11.4216,6.91558,22.0905,12.0488,1.75227,2.16602,22.5929,41.7688,2.54779,18.5255,15.244,10.8324,25.5431
3551,5.94926,28.3508,23.4461,7.43871,3.10872,5.63909,8.71429,28.2056,18.8198,42.4324,22.5925,22.4678,4.94917,4.87944,45.4341,29.0281
3552,4.3312,43.9104,22.8686,7.42038,1.02856,3.4578,7.55264,9.05643,9.88146,28.029,13.6204,2.78122,4.30047,8.19376,38.6142,72.0084
3553,16.7251,17.1153,20.1349,5.92316,5.29046,6.94015,9.94885,13.1796,2.79609,27.9121,25.3394,13.696,2.64087,5.28161,44.3565,82.5192
3554,21.7109,12.3115,12.8516,4.5401,2.71048,9.24275,16.883,29.0254,1.25746,23.147,38.6128,12.3352,2.87761,5.67008,10.6938,33.1485
3555,4.65352,18.2269,9.16853,7.58722,2.31309,18.9634,4.72903,12.9418,19.3576,66.1077,18.2508,8.76046,2.93538,6.01965,15.2699,27.311
3556,7.22511,36.3061,16.0777,7.28337,4.33835,16.6405,9.81697,40.1846,0.687661,30.6969,12.6161,5.3524,10.9497,38.9579,85.9553,29.422
3557,3.36669,19.9866,23.458,15.811,3.11065,4.34901,9.94649,11.0413,2.83636,10.6219,15.3249,20.1047,9.47389,5.84724,47.1557,174.183
3558,13.559,17.6842,19.0708,5.78572,5.3029,7.04975,20.073,10.3214,3.79274,19.2013,31.2387,5.27908,16.6935,16.5048,214.602,20.425
3559,13.6705,18.0884,23.65,7.4304,5.65612,10.9244,9.87499,10.685,7.7586,12.2582,14.4754,8.9727,4.09305,8.17225,9.94408,33.969
3560,3.73195,17.19,49.7127,21.7223,4.63979,9.54112,9.767,10.6062,6.35322,29.6333,21.1469,7.02849,8.69168,5.34735,18.1698,24.5783
3561,15.4503,17.5216,7.66469,6.05013,4.42444,9.27835,10.5891,6.59012,8.35063,28.1617,14.6402,7.11356,4.76061,1.84802,38.4089,27.8684
3562,18.4557,21.6283,26.9508,10.9773,0.998748,7.01519,5.36069,31.7262,13.2768,27.8658,49.215,3.75096,17.0227,11.2427,9.55487,31.759
3563,7.40144,15.9349,20.4803,7.365,2.43226,20.9834,4.5996,30.5049,6.60775,167.405,29.3405,7.42668,3.75933,4.56016,59.524,53.1023
3564,9.82416,18.4455,23.3985,8.13901,5.94619,21.3867,21.1927,11.9884,12.6073,27.5669,15.8191,11.3076,6.37466,5.19733,45.5438,118.803
3565,17.9278,11.9095,54.7222,13.9635,4.10641,3.6075,16.6049,14.5091,13.405,27.8852,18.0587,11.6122,3.91017,4.61162,46.6325,27.4696
3566,3.73787,18.0233,7.61016,5.46152,4.15338,7.58215,12.7043,12.304,6.49439,25.2753,20.7917,12.6681,2.539,5.58654,39.6344,32.1455
3567,26.223,11.3145,20.1583,23.0519,5.85869,12.6777,13.9601,12.4039,6.05603,11.5035,20.3286,12.021,6.97575,6.07994,46.274,34.8248
3568,13.7259,20.7985,8.15615,5.39093,2.49979,13.6151,8.08577,47.169,11.5637,28.7108,17.7953,21.7105,3.75487,28.8658,40.5414,9.89745
3569,21.4439,17.9244,34.5686,13.6546,5.59698,12.3211,21.5093,12.1779,9.98517,9.86006,19.0102,17.7618,2.37548,13.5119,31.2784,26.7862
3570,5.1831,25.3095,30.9956,9.75877,3.40353,9.13183,8.11657,10.6834,4.45925,17.6644,67.7152,4.96533,5.28992,4.33474,46.2493,34.2027
3571,5.63369,26.5845,25.2804,11.2034,5.24028,18.7132,3.51404,26.6917,16.1457,10.0857,18.687,10.5339,16.1968,4.67561,58.6304,30.0425
3572,11.6448,32.695,23.2932,7.19867,3.84765,19.761,16.803,39.2194,5.28551,28.2894,30.9709,6.19477,13.2485,10.2904,38.9725,36.8794
3573,7.39192,14.4342,10.3384,13.5851,2.74552,7.16402,3.43004,27.1512,3.15673,36.132,14.7913,5.86151,8.6504,17.0352,47.1794,25.3646
3574,7.2009,11.8722,38.3038,7.11035,5.47039,5.49519,4.55506,2.17257,13.9432,34.6638,26.1492,15.5846,4.86943,12.0038,197.567,29.6224
3575,4.44921,12.2437,49.6662,7.73522,1.08244,7.42372,14.1785,9.8114,2.66582,29.2626,14.6774,14.9178,18.7028,14.0607,19.9785,55.4079
3576,6.27205,17.6914,22.9473,7.34707,1.10102,8.04937,20.595,37.1651,14.3833,21.3325,14.2496,11.8743,18.8497,4.66692,39.0545,29.1994
3577,4.20104,20.8104,18.8463,7.19928,5.59611,9.07417,9.88616,20.6305,3.77157,46.2833,14.5407,4.0111,4.82577,4.74156,41.2168,25.7913
3578,22.2907,35.1902,23.0863,12.0678,7.62106,6.65388,10.3244,11.1653,9.3913,37.7049,17.8043,16.9768,3.1271,14.2603,15.3762,9.55359
3579,6.88699,14.7082,10.3866,4.79737,4.48748,17.8513,9.40375,5.04807,2.82158,27.3774,18.3589,22.0938,4.23518,9.04538,103.873,32.5953
3580,3.6858,9.78468,23.8914,7.00356,6.45018,4.8603,3.60701,13.4648,10.7895,29.322,14.9135,9.41797,10.8405,35.7131,46.5085,34.9009
3581,19.992,33.9964,22.5726,18.378,5.1201,8.86122,6.56956,5.2966,12.5497,10.53,24.0003,11.9545,9.79297,5.86677,41.8624,8.67353
3582,9.18146,17.6736,24.139,7.8767,2.25113,5.78942,3.57355,22.5189,15.8994,29.1961,17.2895,22.2914,10.5513,34.0072,46.5046,158.205
3583,3.65222,14.2446,48.5438,13.5083,5.1902,12.9002,20.9207,12.9241,5.41512,20.0732,15.9564,13.9196,2.72208,39.6996,10.3243,25.217
3584,9.24262,22.86,14.8415,9.34276,1.21637,14.303,6.56493,6.74198,6.11651,27.0023,41.703,4.86877,4.45129,4.65082,44.1008,32.9229
3585,3.99893,24.4801,8.73232,8.47527,6.12662,4.14511,16.18,10.4044,10.5504,23.1752,14.9975,10.8258,5.14123,26.5004,39.8031,24.0778
3586,19.0311,31.8332,22.6907,6.22722,6.46857,16.631,13.6026,7.25832,7.23018,33.6005,27.7264,22.6878,8.10242,20.773,11.3157,9.35982
3587,24.9301,17.6708,16.0248,14.1815,3.49712,15.7602,14.9934,9.64168,3.15285,30.6604,16.7483,10.2517,7.81542,9.2908,45.5503,9.23951
3588,4.81903,17.4919,29.9972,24.4598,2.408,6.79149,20.9139,14.233,2.87078,9.81696,17.3383,4.79352,1.90133,19.405,46.2993,10.4324
3589,4.53988,15.6814,8.43262,12.2528,4.8199,9.53237,9.05821,11.5229,3.22907,22.3206,14.9654,16.7022,4.43125,25.6797,47.0204,29.5087
3590,23.3275,24.2209,21.392,25.2437,2.49906,17.1824,2.31702,23.5434,17.1062,21.1777,17.3115,3.74446,4.87769,11.076,39.0054,8.87434
3591,9.52311,17.2064,30.6527,5.23278,2.67599,7.23673,9.98579,23.8751,6.31828,27.4762,15.4938,18.5904,3.06737,5.49953,47.3816,10.867
3592,3.78908,16.2912,11.7613,17.3581,4.02225,4.9727,18.6931,20.7268,16.2496,21.0188,21.2047,5.81058,6.80975,4.17708,35.1639,18.7681
3593,15.8895,9.53434,7.78415,8.47784,0.778756,9.29457,8.29089,14.1103,6.18256,22.6779,14.8902,6.74192,2.39277,9.59347,46.6165,11.5394
3594,23.0044,14.157,22.5018,14.9631,6.13046,10.1469,10.106,2.54292,11.9817,23.533,15.4795,11.9224,5.27748,18.8028,26.8356,9.6733
3595,21.5734,28.4319,22.3996,7.74451,5.96748,9.19385,13.1002,13.9332,19.9378,24.1255,53.5263,18.1874,10.1998,4.18595,10.8306,41.4228
3596,25.1474,12.7792,15.1897,25.5193,3.30565,9.75078,7.69302,15.7075,5.30458,24.4288,14.7208,2.87858,5.112,6.6611,43.6217,28.0713
3597,26.0155,13.6758,16.5775,7.55116,2.85198,11.6665,17.6033,10.2803,10.9265,20.0316,28.2226,3.08979,4.29764,7.80616,59.454,12.2013
3598,4.2326,36.9777,23.4302,14.289,3.27458,21.9712,9.55302,35.1194,5.21422,16.2553,75.4233,9.65797,13.8709,26.6626,42.4498,34.7314
3599,2.28555,9.43731,22.7426,22.3027,12.5705,9.28916,15.0393,11.5393,5.44924,46.4407,17.9527,20.8245,4.85749,5.38244,22.8962,29.8502
3600,7.03141,9.63713,14.0373,25.0366,2.73856,7.90571,19.0366,34.8129,3.80039,136.883,56.1879,15.3945,4.12095,27.8897,17.1507,36.1473
3601,17.6399,17.1804,36.1224,11.2066,5.14937,3.6895,10.1745,5.97526,5.9069,16.9492,44.6678,4.67891,4.89601,38.248,46.3198,25.6001
3602,7.03466,22.9049,23.2095,6.98771,7.94069,9.21045,12.4126,47.1099,9.82132,28.3355,14.2555,1.6082,17.8872,13.8903,91.4806,9.18619
3603,8.10077,13.7181,150.056,5.12648,2.8138,6.86143,9.66513,14.0846,8.31997,26.6053,16.3588,22.52,9.57774,24.3123,43.3524,10.4488
3604,11.9678,23.322,10.0525,16.0457,4.49162,7.32553,14.6175,21.7576,4.06319,10.2007,12.4711,11.0636,3.79935,4.69416,43.9394,11.7917
3605,9.78636,10.309,19.6126,6.96559,7.97198,6.34694,1.57126,15.7525,16.6162,19.7909,13.5538,8.36131,16.0294,31.7626,61.6098,25.5941
3606,3.91206,17.4694,9.36573,16.632,1.57901,3.55299,3.26908,10.4392,5.47276,27.5306,19.4999,23.1967,3.19613,34.5256,37.9815,157.969
3607,15.2269,11.0433,23.3203,7.24109,4.97026,7.51495,12.3662,3.7019,16.2319,28.2727,17.1886,8.67388,3.42228,41.2941,42.0522,30.446
3608,5.08103,16.3765,22.4879,7.71999,3.76942,9.29936,21.8492,26.304,5.5913,88.6585,13.3427,23.7807,2.81911,8.78849,44.6889,186.133
3609,5.55617,29.9184,23.7361,7.99779,7.91147,12.7087,9.68946,45.0664,6.42711,24.608,26.8584,11.2076,11.9307,4.94962,39.8536,27.6241
3610,10.0668,15.959,13.3955,16.5562,3.06697,10.4121,10.8888,10.6626,8.98074,15.9795,16.4551,3.8975,3.4579,7.13088,43.7981,25.4282
3611,3.81036,101.804,21.8955,24.5657,2.8543,8.69553,9.55206,15.0624,18.3017,19.5989,37.501,5.97113,2.60713,12.9927,42.7224,33.9724
3612,4.55659,14.4505,8.60456,7.37185,5.01602,7.47645,11.2358,10.3477,6.36793,22.4963,15.3676,20.7105,16.3258,12.4485,44.5343,26.0046
3613,4.34665,17.6896,8.75391,7.77168,3.51116,7.10983,10.3538,17.0109,0.686773,23.4845,21.3295,6.27444,12.0035,10.6716,11.8314,24.0064
3614,9.94527,10.6457,21.7592,8.90462,5.56464,11.813,8.97549,44.5124,6.32335,18.6334,57.7858,16.4525,4.89221,20.2669,24.1858,24.6391
3615,12.6344,26.1789,22.3608,23.0042,5.84459,17.1891,9.21406,19.227,5.70539,10.9109,35.3066,9.46322,2.71924,5.75207,11.6375,8.76859
3616,10.2483,9.80551,12.3359,13.0773,7.46959,8.47732,7.6919,14.1156,5.99648,11.6442,66.147,24.0784,5.01206,4.40896,39.6095,30.9413
3617,10.4136,19.9934,8.80683,17.4405,5.21544,17.7381,9.6737,10.1797,8.88332,11.3556,14.5266,13.0976,5.11235,5.40483,37.2738,32.016
3618,24.5116,14.4384,10.6786,25.0895,6.55236,14.1813,21.6325,13.7615,8.18971,19.4547,15.1784,11.7709,7.59355,4.6293,12.5434,25.199
3619,19.7404,17.6637,23.9919,11.4359,2.28257,7.42466,8.45265,4.22943,6.38299,10.1589,12.6736,14.4279,2.49711,5.72799,46.2616,34.9256
3620,10.338,15.8869,46.0934,4.59793,6.88706,18.3758,10.9155,14.1541,12.2788,30.1585,14.6925,11.5642,5.20112,22.7063,38.4686,17.0718
3621,8.7371,14.8651,11.0339,19.8945,3.12498,5.08498,15.3727,13.1446,2.7558,10.0964,16.5822,5.16576,3.03009,40.2728,56.9414,33.8478
3622,12.9782,14.2891,23.3197,21.4974,0.503951,6.66251,11.9896,18.3461,7.61021,50.1603,22.6457,5.70278,3.72694,7.09641,40.6194,8.63245
3623,4.52423,30.8518,21.9773,12.6144,3.51271,8.83937,17.3923,7.79979,14.3964,28.6129,17.2762,5.35077,3.94859,5.42713,27.0527,28.4136
3624,4.73318,17.2578,10.0042,24.3382,7.10049,7.36249,9.78344,16.0719,17.2952,20.8597,14.0099,10.9624,2.86789,4.05124,41.6695,21.802
3625,12.8784,19.593,23.5954,18.5725,4.79411,8.29114,4.75672,3.34061,6.01839,27.7578,15.1839,24.3225,18.0985,8.38395,16.4356,100.714
3626,11.312,17.9878,23.915,2.86295,2.2376,9.95337,7.27214,11.2476,20.2392,26.4854,14.9567,22.002,9.77903,4.65479,107.201,18.4168
3627,5.13742,17.911,36.9278,18.1453,3.73034,9.2469,11.6328,7.49452,6.6798,19.0861,14.4405,13.4506,17.1323,37.122,40.6095,17.6918
3628,5.87151,17.5467,20.1153,10.1394,4.63636,6.53888,10.2523,19.8222,0.988649,24.3702,20.7986,6.77537,3.78857,17.2987,46.8931,24.5671
3629,4.48372,11.3226,25.5105,5.73751,5.71416,22.754,9.65394,12.5189,8.95675,29.1175,91.1234,11.6029,3.87808,38.8748,51.3223,26.7256
3630,6.21432,16.5236,8.32352,7.19621,2.34669,5.62054,12.1284,8.53336,8.4256,121.535,28.4004,4.59195,5.20049,22.8159,15.5203,16.8094
3631,6.56947,96.7842,29.0813,17.6501,4.85052,9.15759,10.7671,2.16251,6.81743,18.1805,24.5202,2.6018,9.12799,8.41161,77.4527,34.7201
3632,5.65745,9.28516,56.7378,9.91247,5.47112,9.68164,18.7244,12.0895,1.76871,12.9725,17.8442,5.55957,5.91272,4.872,64.5954,28.5699
3633,6.04527,86.2266,51.8806,5.95832,2.65677,7.48166,9.54287,12.4143,10.3404,26.8153,17.546,5.48025,15.1637,5.12417,11.789,36.9183
3634,27.4189,16.4377,32.494,26.0555,6.22783,7.66272,9.6167,1.66345,5.94817,16.8368,17.8278,5.02861,4.12725,4.32634,44.3317,12.7297
3635,4.35686,16.81,37.3047,22.1126,4.15405,7.74486,9.64066,41.6004,3.95025,16.2814,22.0919,24.1793,5.01327,5.80416,65.3047,25.7487
3636,7.76411,17.7321,44.4601,7.24748,1.55731,4.01055,10.704,11.0551,20.3683,25.4299,13.4074,2.75396,19.2588,5.69126,31.8385,31.2435
3637,6.62402,17.5359,24.3484,11.8603,3.69818,7.15464,9.73285,13.9502,11.1909,24.2329,16.8139,8.84953,4.17555,6.26996,23.4607,14.9078
3638,5.17203,17.174,9.38192,7.21478,4.81736,20.6363,17.9478,12.8065,6.21193,26.5407,19.9087,2.52615,19.7904,5.20998,46.6857,161.781
3639,5.00564,15.2303,24.5898,20.8149,3.65459,5.08505,8.81732,32.2846,3.94846,138.344,16.5616,11.6574,12.8509,16.1171,42.7503,25.5931
3640,18.8048,17.8468,23.7801,21.5149,7.33765,11.2096,9.63651,40.0233,6.96054,20.5076,17.5168,23.6184,10.9417,20.1244,29.7889,154.873
3641,24.6123,10.4249,81.7785,16.1059,7.98197,11.0778,13.2653,11.4914,0.690975,134.819,14.5404,6.26767,8.23291,9.41887,36.6997,24.1213
3642,10.7789,109.443,17.4238,5.94349,2.59802,23.2651,1.30899,8.81681,19.1548,20.0412,18.3567,19.4575,19.4373,12.385,25.4925,68.2357
3643,13.6673,10.7983,22.9917,7.42167,7.99402,23.5683,13.4257,25.3933,16.2302,30.107,87.7381,6.54443,19.3859,4.2455,42.2392,28.7851
