NodeNo,A.melanoleuca,C.dingo,D.marsupialis,E.barbara,L.pardalis,MeanShape,P.lotor,P.uncia,PC1.max,PC1.min,PC2.max,PC2.min,S.harrisii,U.arctos,V.vulpes,V.zibetha,PC1pos.PC2pos,PC1pos.PC2neg,PC1neg.PC2pos,PC1neg.PC2neg
105,18.2364,68.1515,70.5484,45.7063,29.643,47.2738,22.2348,76.2351,3.12939,140.28,65.3323,22.7394,30.6832,32.3035,144.096,89.3762,23.9186,11.8672,153.671,71.9043
106,17.1323,65.8103,77.4304,38.9442,35.3641,47.1181,29.6445,70.2617,13.5632,138.213,75.9952,27.5013,33.1984,30.7429,143.633,83.7969,27.0452,12.7036,169.914,73.5047
107,8.40016,66.8706,67.0704,41.1106,32.3373,45.3416,32.9471,68.9269,16.6785,129.347,75.3216,23.61,37.5161,37.2338,136.584,80.0773,26.6559,9.75683,164.761,75.6533
108,4.83874,67.6964,78.1344,45.9269,37.7772,46.1784,32.6013,75.9592,5.01798,138.669,73.1122,4.68275,37.1591,36.8687,144.645,78.8346,23.8319,14.2714,167.017,60.5712
109,4.45351,68.143,75.2097,48.2018,34.9164,48.3492,32.8969,74.9418,17.2561,132.29,68.4172,17.3166,27.1845,31.5519,145.039,90.9728,24.8917,13.365,163.575,71.3431
110,22.432,65.4881,78.8766,45.7479,35.6649,48.0952,26.7953,75.7064,9.1533,129.015,68,20.4358,27.0273,38.3245,136.144,85.8522,24.2313,12.4885,165.802,68.3727
111,15.0784,68.1447,69.3845,45.8946,29.6711,45.7355,68.5913,67.1413,14.015,138.299,68.9185,23.5576,9.50232,29.4526,142.474,87.7556,28.4089,7.11698,152.442,70.6004
112,15.9867,65.6849,71.5327,47.0157,29.691,47.3092,9.0304,71.3703,4.40855,128.313,70.5547,15.0086,7.40403,33.6404,147.01,81.5429,22.8049,11.3731,167.571,66.3898
113,4.28445,66.2845,79.3607,48.9536,35.3198,45.6679,32.1874,76.5446,18.2444,138.701,68.6297,23.5284,29.174,38.2547,135.07,80.6748,25.1967,10.3684,157.141,67.0287
114,22.1202,67.7341,71.0625,47.7023,34.7571,46.7481,22.0831,75.8273,17.9768,127.473,70.6146,12.1008,34.5782,35.723,146.798,88.662,23.3888,8.42354,168.616,76.0551
115,21.0218,65.5403,72.313,48.0368,36.6814,44.8607,12.7097,76.0064,12.4879,134.026,63.3233,27.307,36.0438,37.7532,146.389,83.9314,27.9852,13.6979,146.434,62.1717
116,14.1013,66.9764,69.7503,41.9124,32.7797,47.4371,11.9013,68.6407,7.25067,139.674,65.3488,21.1828,7.63349,37.2649,149.606,82.7071,23.2402,11.7027,155.529,64.0883
117,22.9769,68.1571,74.9916,48.392,33.5067,48.026,16.5713,76.3021,14.8419,133.246,66.7114,15.0743,36.8818,38.0957,147.848,89.7343,27.6369,11.488,138.954,70.9936
118,20.8742,68.0544,78.9241,42.8736,32.1837,47.7855,30.5854,75.2062,18.7145,126.467,69.5531,19.1516,36.1235,27.8081,139.621,88.4614,24.3352,14.0426,163.843,72.358
119,22.2398,68.1906,65.5978,45.203,36.7706,48.3129,33.1195,69.6453,16.2025,124.08,70.4298,22.2691,31.218,32.7793,142.948,90.8336,23.7114,7.4061,141.199,60.059
120,23.1079,68.0616,69.3899,48.8696,31.5991,44.9756,30.6205,73.8475,18.4603,139.942,71.0903,24.4755,6.5319,37.7441,145.493,79.8389,26.2508,28.2348,168.447,74.0227
121,17.8996,67.3979,75.7149,44.134,37.4879,46.1336,31.6175,73.8202,8.20889,138.319,64.3662,44.863,28.4987,27.3787,114.367,78.4485,25.9131,11.5531,167.507,59.5102
122,11.3984,67.554,79.8867,39.8858,36.1296,45.0614,27.382,75.345,18.9326,126.451,75.5283,14.629,17.592,37.9642,144.907,83.7135,25.5676,21.8109,142.24,76.1592
123,23.4641,66.5535,69.4261,48.314,33.0187,45.4118,18.6016,66.8194,17.8892,131.233,72.0538,47.1554,21.394,26.5686,151.508,78.3583,25.0416,10.0932,168.45,59.5843
124,22.8119,66.4724,67.6258,41.8343,30.4903,46.141,33.1502,67.1214,19.9207,135.735,72.9777,23.6038,31.0856,38.3426,150.511,85.7323,23.532,13.7371,168.847,71.6857
125,9.39377,68.3837,71.2253,40.9022,31.3482,47.2222,57.0872,75.7133,15.4671,131.484,71.7277,45.7556,9.34058,36.9682,141.895,82.1519,22.5522,14.5277,169.45,67.3205
126,22.7331,68.5149,67.0157,45.1159,34.5376,46.7913,35.0027,75.614,16.2521,138.677,71.1478,5.1455,37.2459,38.9832,134.908,79.434,28.3431,22.7009,141.001,71.5608
127,20.152,67.0852,74.1778,42.6639,37.9933,43.9305,29.3534,74.9336,16.9617,130.595,68.9941,12.7694,12.9897,26.287,150.032,86.2311,26.4865,13.6373,169.694,75.363
128,23.3366,67.6318,73.2602,40.363,36.1892,47.933,19.3941,74.8319,10.9018,138.012,62.935,16.0062,27.0404,30.6969,152.148,79.9777,28.5066,12.0184,141.066,76.6214
129,22.3346,68.1514,75.0892,40.1544,37.031,45.3738,19.9183,75.7308,17.5719,124.006,75.1474,20.5096,25.5853,33.2353,145.218,87.9299,24.0334,8.43488,169.952,68.6828
130,22.8263,68.3444,73.7755,49.0815,35.1251,48.0244,32.7382,66.8685,18.1896,141.036,68.4463,22.4968,32.5081,38.6067,144.704,84.0082,28.3728,6.28967,168.246,57.4175
131,4.35118,65.5386,77.9319,45.9842,33.7504,47.1208,48.4818,76.7126,16.9068,138.016,74.7412,9.11138,28.5015,37.0005,138.156,86.277,25.8629,13.6114,168.984,56.3799
132,23.4408,66.1192,73.66,40.6724,32.7765,46.46,22.7443,69.7006,13.3094,140.299,71.7905,24.0538,34.1126,27.6176,149.513,91.4293,23.8101,11.5217,169.208,58.0989
133,6.73721,68.3434,73.946,41.921,37.5969,45.3215,31.1867,70.0557,17.678,139.968,70.3612,24.8058,35.3971,29.5926,146.297,92.6279,26.6489,11.1565,143.988,72.1075
134,16.4857,66.5974,78.3318,40.5519,29.6259,44.8151,34.7566,70.4478,11.825,136.224,67.7926,4.33831,29.6577,37.188,146.683,83.9493,27.0699,13.7571,165.594,60.3681
135,22.0534,67.6732,67.986,49.0973,34.5322,44.4157,19.2303,75.5239,18.4177,130.952,64.0367,17.7317,5.51223,37.9425,142.332,88.9347,24.0476,13.4217,163.378,74.3368
136,23.599,67.6167,66.3049,39.2233,33.6802,45.1509,36.2699,74.0974,14.0465,133.518,68.1281,24.6106,33.8243,31.3419,149.015,85.2733,28.6049,14.8107,150.895,64.5759
137,14.9757,67.5385,80.2624,48.5796,30.5969,45.4899,37.223,77.9283,11.0307,139.341,69.1718,42.7657,38.3032,37.4655,142.7,87.1746,27.7254,9.56193,170.642,67.3796
